review_bucket,product_id,run_id,decision_status,final_source,final_category_id,final_confidence,deepest_stage,stratum,product_type_guess,shortlist_count,product_text,manufacturer_effective,final_explanation,expert_final_category_id,expert_is_critical,expert_notes
review_all,13957,510,needs_human_review,system,,,judge,dirty_text,other,4,МАСКА МЕДИЦИНСКАЯ БАРЬЕРНЫЙ РИФ 3-Х СЛОЙНАЯ АНАТОМИЧЕСКАЯ SB С КЛАПАНОМ БЕЛАЯ №1 | HUBEI XIANMENG HEALTH PROTECTION | HUBEI XIANMENG HEALTH PROTECTION,HUBEI XIANMENG HEALTH PROTECTION,,,,
review_all,13988,507,needs_human_review,system,,,judge,short_shortlist,other,2,МАРЛЯ НЬЮ ЛАЙФ МЕДИЦИНСКАЯ НЕСТЕРИЛЬНАЯ 90СМХ5М | НАВТЕКС ХБК ООО | НАВТЕКС ХБК ООО,НАВТЕКС ХБК ООО,,,,
review_all,13999,507,needs_human_review,system,,,judge,short_shortlist,other,2,МАРЛЯ МЕДИЦИНСКАЯ НЕСТЕРИЛЬНАЯ 90СМХ3М АМЕЛИЯ | ГИГРОВАТА | ГИГРОВАТА,ГИГРОВАТА,,,,
review_all,14000,508,needs_human_review,system,,,judge,short_shortlist,other,2,МАРЛЯ МЕДИЦИНСКАЯ НЕСТЕРИЛЬНАЯ 90СМХ10М ХЕЛП | ЭВТЕКС ООО | ЭВТЕКС ООО,ЭВТЕКС ООО,,,,
review_all,14662,492,needs_human_review,system,,,fallback_2a,short_shortlist,other,2,ЛОРА ТАБЛ. №30 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,ЭВАЛАР ЗАО,,,,
review_all,15505,508,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,"ЛЕОВИТ ФИТОЧАЙ ЛАКТОГОН Ф/П. 1,5Г №25 | ЛЕОВИТ НУТРИО | ЛЕОВИТ НУТРИО",ЛЕОВИТ НУТРИО,,,,
review_all,15546,505,needs_human_review,system,,,fallback_2a,short_shortlist,other,1,ЛЕКОФЕН КОМБО ТАБЛ. П/ПЛЕН/ОБ. 200МГ+500МГ №10 | РОНТИС ХЕЛЛАС МЕДИКАЛ ЭНД ФАРМАСЬЮТИКАЛ ПРОДАКТС С.А. | РОНТИС ХЕЛЛАС МЕДИКАЛ ЭНД ФАРМАСЬЮТИКАЛ ПРОДАКТС С.А.,РОНТИС ХЕЛЛАС МЕДИКАЛ ЭНД ФАРМАСЬЮТИКАЛ ПРОДАКТС С.А.,,,,
review_all,15564,503,needs_human_review,system,,,judge,type_bad,supplement,5,ЛЕКАРЬ КРЕМ ДЛЯ ТЕЛА С БАДЯГОЙ ПРИ СИНЯКАХ И УШИБАХ 75МЛ | БИОНАТУРИКА ООО | БИОНАТУРИКА ООО,БИОНАТУРИКА ООО,,,,
review_all,16079,495,needs_human_review,system,,,judge,dirty_text,other,5,ЛАКАЛЮТ ФИКС КРЕМ ДЛЯ ФИКСАЦИИ ЗУБНЫХ ПРОТЕЗОВ ЭКСТРАСИЛЬНЫЙ С МЯТНЫМ ВКУСОМ ТУБА 40Г | ДР. ТАЙСС НАТУРВАРЕН ГМБХ | ДР. ТАЙСС НАТУРВАРЕН ГМБХ,ДР. ТАЙСС НАТУРВАРЕН ГМБХ,,,,
review_all,16541,502,needs_human_review,system,,,judge,type_device_mi,device,5,КРЕЙТ РЕКЛИНАТОР F-14 ОРТОПЕДИЧЕСКИЙ №3 ЧЕРНЫЙ | КРЕЙТ ООО | КРЕЙТ ООО,КРЕЙТ ООО,,,,
review_all,16614,496,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,КОЭНЗИМ Q10 100МГ КАПС. №30 ЭВАЛАР | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,ЭВАЛАР ЗАО,,,,
review_all,16745,504,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,"КО-ПЕРИНЕВА ТАБЛ. 1,25МГ+4МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО",КРКА-РУС ООО,,,,
review_all,16746,506,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,"КО-ПЕРИНЕВА ТАБЛ. 1,25МГ+4МГ №30 | КРКА-РУС ООО | КРКА-РУС ООО",КРКА-РУС ООО,,,,
review_all,16770,504,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,КОНТУР TS ГЛЮКОМЕТР | АСЦЕНЗИЯ ДИАБИТИС КЕА ХОЛДИНГС АГ | АСЦЕНЗИЯ ДИАБИТИС КЕА ХОЛДИНГС АГ,АСЦЕНЗИЯ ДИАБИТИС КЕА ХОЛДИНГС АГ,,,,
review_all,16828,506,needs_human_review,system,,,fallback_2a,short_shortlist,other,2,КОНТЕЙНЕР СТЕРИЛЬНЫЙ ДЛЯ СБОРА БИОМАТЕРИАЛА С КРЫШКОЙ 125МЛ ЛИТОПЛАСТ-МЕД | ЛИТОПЛАСТ-МЕД ПУП | ЛИТОПЛАСТ-МЕД ПУП,ЛИТОПЛАСТ-МЕД ПУП,,,,
review_all,17131,495,needs_human_review,system,,,judge,dirty_text,other,5,КОЛГЕЙТ ЩЕТКА ЗУБНАЯ ТРОЙНОЕ ДЕЙСТВИЕ СРЕДНЕЙ ЖЕСТКОСТИ | Colgate-Palmolive | Colgate-Palmolive,Colgate-Palmolive,,,,
review_all,18055,496,needs_human_review,system,,,fallback_2a,short_shortlist,other,3,КАНПОЛ BABIES ПУСТЫШКА ЛАТЕКСНАЯ ANIMALS 0-6МЕС №1 РОЗОВАЯ | КАНПОЛ СП. З О.О. СКА | КАНПОЛ СП. З О.О. СКА,КАНПОЛ СП. З О.О. СКА,,,,
review_all,18432,500,needs_human_review,system,,,fallback_2a,short_shortlist,other,2,ИХТИОЛ МАЗЬ Д/НАРУЖ. ПРИМ. 10% ТУБА 30Г МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ,МОСКОВСКАЯ ФФ,,,,
review_all,18617,502,needs_human_review,system,,,judge,short_shortlist,other,2,ИНОФЕРТ ПОР. САШЕ 1Г №30 | ХУМАНА ФАРМА ИНТЕРНЕШНЛ С.П.А. | ХУМАНА ФАРМА ИНТЕРНЕШНЛ С.П.А.,ХУМАНА ФАРМА ИНТЕРНЕШНЛ С.П.А.,,,,
review_all,19253,492,needs_human_review,system,,,judge,type_bad,supplement,5,ЗАЖИВИТЕЛЬ ГЕЛЬ ДЛЯ ТЕЛА С БАДЯГОЙ ОТ СИНЯКОВ И УШИБОВ 30МЛ | КОРОЛЕВ ФАРМ ООО | КОРОЛЕВ ФАРМ ООО,КОРОЛЕВ ФАРМ ООО,,,,
review_all,19518,492,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,"ДУОДАРТ КАПС. С МОДИФ. ВЫСВОБ. 0,5МГ+0,4МГ №90 | КАТАЛЕНТ ГЕРМАНИЯ ШОРНДОРФ | КАТАЛЕНТ ГЕРМАНИЯ ШОРНДОРФ",КАТАЛЕНТ ГЕРМАНИЯ ШОРНДОРФ,,,,
review_all,19607,504,needs_human_review,system,,,judge,short_shortlist,other,1,ДРОЖЖИ ПИВНЫЕ КРАСОТА ДЛЯ ВАС ТАБЛ. №200 СВОБОДНЫЙ 20 | СВОБОДНЫЙ-20 ЗАО | СВОБОДНЫЙ-20 ЗАО,СВОБОДНЫЙ-20 ЗАО,,,,
review_all,20136,494,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,"ДИОСКОРЕИ КАВКАЗСКОЙ КОРНЕВИЩА С КОРНЯМИ Ф/П 1,5Г №20 ЛЕКРА-СЭТ | ЛЕКРА-СЭТ ООО | ЛЕКРА-СЭТ ООО",ЛЕКРА-СЭТ ООО,,,,
review_all,20333,505,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,"ДИЕЦИКЛЕН ТАБЛ. П/ПЛЕН/ОБ. 2МГ+0,03МГ №63 | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А. | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.",ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.,,,,
review_all,20542,500,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ДЕ-НОЛ ТАБЛ. П/ПЛЕН/ОБ. 120МГ №32 | Р-ФАРМ АО/ЗИО-ЗДОРОВЬЕ ЗАО | Р-ФАРМ АО/ЗИО-ЗДОРОВЬЕ ЗАО,Р-ФАРМ АО/ЗИО-ЗДОРОВЬЕ ЗАО,,,,
review_all,20774,508,needs_human_review,system,,,fallback_2a,short_shortlist,other,1,ГРУДНОЙ СБОР №3 50Г ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО,ЗДОРОВЬЕ ФИРМА ООО,,,,
review_all,21419,509,needs_human_review,system,,,fallback_2a,short_shortlist,other,3,ГЕМАТОГЕН ФОРТЕ ДЕТСКИЙ 40Г МЯСНОЙ КРАЙ | МЯСНОЙ КРАЙ ООО | МЯСНОЙ КРАЙ ООО,МЯСНОЙ КРАЙ ООО,,,,
review_all,21582,497,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ГАСТАЛ ТАБЛ. Д/РАССАС. МЯТНЫЕ №12 | ПЛИВА ХРВАТСКА Д.О.О. | ПЛИВА ХРВАТСКА Д.О.О.,ПЛИВА ХРВАТСКА Д.О.О.,,,,
review_all,22449,491,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ВИЗИОНЕЙС КАПС. №30 | Vitabiotics | Vitabiotics,Vitabiotics,,,,
review_all,23272,497,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,БРИЛИНТА ТАБЛ. П/ПЛЕН/ОБ. 60МГ №56 | АСТРАЗЕНЕКА АБ | АСТРАЗЕНЕКА АБ,АСТРАЗЕНЕКА АБ,,,,
review_all,23530,510,needs_human_review,system,,,judge,dirty_text,other,5,БИФИДУМБАКТЕРИН ЛИОФ. Д/СУСП. Д/ПРИЕМА ВНУТРЬ И МЕСТН. ПРИМ. 5ДОЗ ФЛ. №10 МИКРОГЕН | МИКРОГЕН | МИКРОГЕН,МИКРОГЕН,,,,
review_all,23771,491,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,БИОДЕРМА СЕНСИБИО DS+ ГЕЛЬ ОЧИЩАЮЩИЙ 200МЛ 028683 | NAOS (БИОДЕРМА ЛАБОРАТОРИЯ) | NAOS (БИОДЕРМА ЛАБОРАТОРИЯ),NAOS (БИОДЕРМА ЛАБОРАТОРИЯ),,,,
review_all,24455,503,needs_human_review,system,,,judge,dirty_text,other,5,БАХИЛЫ МЕДИЦИНСКИЕ ПОЛИЭТИЛЕНОВЫЕ АРТ.ПНД-8/1Р-С ПАРА №1 ЭЛЕГРИН | ЭЛЕГРИН ООО | ЭЛЕГРИН ООО,ЭЛЕГРИН ООО,,,,
review_all,24543,502,needs_human_review,system,,,judge,dirty_text,other,4,БАЛЬЗАМ АЛТАЙСКИЙ БЕЗАЛКОГОЛЬНЫЙ СУСТАВНЫЙ 200МЛ | АЛТАЙ-СЕЛИГОР ООО | АЛТАЙ-СЕЛИГОР ООО,АЛТАЙ-СЕЛИГОР ООО,,,,
review_all,24577,509,needs_human_review,system,,,judge,type_bad,supplement,5,БАДЯГА ФОРТЕ ГЕЛЬ 75МЛ БИОЛИТ | БИОЛИТ ООО | БИОЛИТ ООО,БИОЛИТ ООО,,,,
review_all,24579,495,needs_human_review,system,,,judge,type_bad,supplement,5,БАДЯГА ПОР. Д/СУСП. Д/НАРУЖ. ПРИМ. ПАК. 10Г №1 ТУЛЬСКАЯ ФФ | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,,,,
review_all,24581,505,needs_human_review,system,,,judge,type_bad,supplement,5,БАДЯГА ПОР. Д/НАРУЖН. ПРИМ. ПАК 20Г №1 ЗДОРОВЬЕ | Здоровье фирма ЗАО | Здоровье фирма ЗАО,Здоровье фирма ЗАО,,,,
review_all,24583,498,needs_human_review,system,,,judge,type_bad,supplement,5,БАДЯГА КА ГЕЛЬ ДЛЯ ТЕЛА 50МЛ | ЗЕЛДИС-ФАРМА | ЗЕЛДИС-ФАРМА,ЗЕЛДИС-ФАРМА,,,,
review_all,24586,494,needs_human_review,system,,,judge,type_bad,supplement,5,"БАДАНА КОРНЕВИЩА Ф/П 1,5Г №20 КРАСНОГОРСКЛЕКСРЕДСТВА | КРАСНОГОРСКЛЕКСРЕДСТВА | КРАСНОГОРСКЛЕКСРЕДСТВА",КРАСНОГОРСКЛЕКСРЕДСТВА,,,,
review_all,25458,500,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,АРОМАКУЛОН | АРОМАКУЛОН,,,,,
review_all,25927,492,needs_human_review,system,,,judge,dirty_text,other,5,"АМОКСИКЛАВ ПОР. Д/СУСП. Д/ПРИЕМА ВНУТРЬ 600МГ+42,9/5МЛ ФЛ. 100МЛ (17,30-17,99Г/33,10-34,42Г) №1+ПИПЕТКА ГРАДУИР. | ЛЕК Д.Д. | ЛЕК Д.Д.",ЛЕК Д.Д.,,,,
review_all,26064,507,needs_human_review,system,,,fallback_2a,dirty_text,other,5,АМИНОВЕН ИНФАНТ Р-Р Д/ИНФ. 10% ФЛ. 100МЛ №10 | ФРЕЗЕНИУС КАБИ АВСТРИЯ ГМБХ | ФРЕЗЕНИУС КАБИ АВСТРИЯ ГМБХ,ФРЕЗЕНИУС КАБИ АВСТРИЯ ГМБХ,,,,
review_all,26253,503,needs_human_review,system,,,judge,type_bad,supplement,5,АЛЬБАДЕНТ СПРЕЙ ДЛЯ ПОЛОСТИ РТА МЯТА 35МЛ | ВИТА ООО ХБО ПРИ РАН ФИРМА | ВИТА ООО ХБО ПРИ РАН ФИРМА,ВИТА ООО ХБО ПРИ РАН ФИРМА,,,,
review_all,26254,503,needs_human_review,system,,,judge,type_bad,supplement,5,АЛЬБАДЕНТ СПРЕЙ ДЛЯ ПОЛОСТИ РТА МЯТА 10МЛ | ВИТА ООО ХБО ПРИ РАН ФИРМА | ВИТА ООО ХБО ПРИ РАН ФИРМА,ВИТА ООО ХБО ПРИ РАН ФИРМА,,,,
review_all,26255,501,needs_human_review,system,,,judge,type_bad,supplement,5,АЛЬБАДЕНТ СПРЕЙ ДЛЯ ПОЛОСТИ РТА МАЛИНА 35МЛ | ВИТА ООО ХБО ПРИ РАН ФИРМА | ВИТА ООО ХБО ПРИ РАН ФИРМА,ВИТА ООО ХБО ПРИ РАН ФИРМА,,,,
review_all,26256,506,needs_human_review,system,,,judge,type_bad,supplement,5,АЛЬБАДЕНТ СПРЕЙ ДЛЯ ПОЛОСТИ РТА МАЛИНА 10МЛ | ВИТА ООО ХБО ПРИ РАН ФИРМА | ВИТА ООО ХБО ПРИ РАН ФИРМА,ВИТА ООО ХБО ПРИ РАН ФИРМА,,,,
review_all,26260,505,needs_human_review,system,,,judge,type_bad,supplement,5,АЛЬБАДЕНТ СПРЕЙ ДЛЯ ПОЛОСТИ РТА ДЫНЯ 35МЛ | ВИТА ООО ХБО ПРИ РАН ФИРМА | ВИТА ООО ХБО ПРИ РАН ФИРМА,ВИТА ООО ХБО ПРИ РАН ФИРМА,,,,
review_all,26261,510,needs_human_review,system,,,judge,type_bad,supplement,5,АЛЬБАДЕНТ СПРЕЙ ДЛЯ ПОЛОСТИ РТА ДЛЯ КУРЯЩИХ С АЗУЛЕНОМ 35МЛ | ВИТА ООО ХБО ПРИ РАН ФИРМА | ВИТА ООО ХБО ПРИ РАН ФИРМА,ВИТА ООО ХБО ПРИ РАН ФИРМА,,,,
review_all,26264,497,needs_human_review,system,,,judge,type_bad,supplement,5,АЛЬБАДЕНТ БАЛЬЗАМ ДЛЯ РТА КАМЕНЬ-КОНТРОЛЬ 400МЛ | ВИТА ООО ХБО ПРИ РАН ФИРМА | ВИТА ООО ХБО ПРИ РАН ФИРМА,ВИТА ООО ХБО ПРИ РАН ФИРМА,,,,
review_all,26627,502,needs_human_review,system,,,fallback_2a,dirty_text,other,5,"АКУВЬЮ OASYS WITH HYDRACLEAR PLUS ДВУХНЕДЕЛЬНЫЕ КОНТАКТНЫЕ ЛИНЗЫ №6 /-6,50/ | JOHNSON &JOHNSON VISION CARE, INC | JOHNSON &JOHNSON VISION CARE, INC","JOHNSON &JOHNSON VISION CARE, INC",,,,
review_all,26703,496,needs_human_review,system,,,fallback_2a,short_shortlist,other,1,АКТИФРУТ БАТОНЧИК ЗЛАКОВЫЙ ЗЛАКИ НА ЗАВТРАК КАРАМЕЛЬ 24Г | ТЕКМАР СЛОВЕНСКО С.Р.О. | ТЕКМАР СЛОВЕНСКО С.Р.О.,ТЕКМАР СЛОВЕНСКО С.Р.О.,,,,
review_all,26912,499,needs_human_review,system,,,judge,dirty_text,other,5,АЙЧЕК (ICHECK) ГЛЮКОМЕТР С ПРИНАДЛЕЖНОСТЯМИ (СТАРТОВЫЙ НАБОР 1) | ДИАМЕДИКАЛ ЛТД | ДИАМЕДИКАЛ ЛТД,ДИАМЕДИКАЛ ЛТД,,,,
review_all,26980,498,needs_human_review,system,,,judge,type_bad,supplement,5,АЙ-БОЛИТ КРЕМ ПРИ УШИБАХ И СИНЯКАХ БАДЯГА 30МЛ | ВИС ООО | ВИС ООО,ВИС ООО,,,,
review_all,26982,495,needs_human_review,system,,,fallback_2a,type_bad,supplement,5,"АЙ-БОЛИТ КРЕМ ДЛЯ ТЕЛА С БАДЯГОЙ, АРНИКОЙ, ТРОКСЕРУТИНОМ И ЭКСТРАКТОМ ПИЯВКИ ПРИ СИНЯКАХ С ТОНИРУЮЩИМ ЭФФЕКТОМ ТУБА 30МЛ | Вис ООО | Вис ООО",Вис ООО,,,,
review_all,27014,501,needs_human_review,system,,,fallback_2a,short_shortlist,other,2,АЗИТРОМИЦИН КАПС. 500МГ №3 ОЗОН | ОЗОН ООО | ОЗОН ООО,ОЗОН ООО,,,,
review_all,27021,500,needs_human_review,system,,,fallback_2a,short_shortlist,other,2,АЗИТРОМИЦИН ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 500МГ №3 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,ВЕЛФАРМ ООО,,,,
review_all,27601,507,needs_human_review,system,,,fallback_2a,type_device_mi,device,5,MED 2000 ИНГАЛЯТОР КОМПРЕССОРНЫЙ ДЕТСКИЙ МИШКА БЕЗ СУМКИ | MED 2000 S.P.A | MED 2000 S.P.A,MED 2000 S.P.A,,,,
review_all,27813,505,needs_human_review,system,,,fallback_2b,dirty_text,other,5,GLS МЕЛИССОН КАПС. 400МГ №60 | ГЛОБАЛ ХЭЛФКЕАР ООО | ГЛОБАЛ ХЭЛФКЕАР ООО,ГЛОБАЛ ХЭЛФКЕАР ООО,,,,
review_all,28252,500,needs_human_review,system,,,judge,dirty_text,other,5,"BAUSCH+ LOMB BIOTRUE ONEDAY МЯГКИЕ КОНТАКТНЫЕ ОДНОДНЕВНЫЕ ЛИНЗЫ №30 /-2,75/ | BAUSCH AND LOMB INCORPORATED | BAUSCH AND LOMB INCORPORATED",BAUSCH AND LOMB INCORPORATED,,,,
review_all,28298,495,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ARUM КОЭНЗИМ Q10 ТАБЛ. 250МГ №30 | ARUM INC. | ARUM INC.,ARUM INC.,,,,
review_all,28444,502,needs_human_review,system,,,judge,type_bad,supplement,5,911 ЭКСТРЕННАЯ ПОМОЩЬ БАДЯГА ГЕЛЬ ДЛЯ ТЕЛА ОТ СИНЯКОВ И УШИБОВ ТУБА 100МЛ | МИРРОЛЛА ЛАБ ООО | МИРРОЛЛА ЛАБ ООО,МИРРОЛЛА ЛАБ ООО,,,,
review_all,28515,493,needs_human_review,system,,,judge,type_bad,supplement,5,911 БАДЯГА ГЕЛЬ ДЛЯ ТЕЛА ОТ СИНЯКОВ И УШИБОВ ТУБА 100МЛ | ТВИНС ТЭК АО | ТВИНС ТЭК АО,ТВИНС ТЭК АО,,,,
review_all,28528,499,needs_human_review,system,,,judge,type_bad,supplement,5,7 НОТ ЗДОРОВЬЯ БАДЯГА ФОРТЕ ГЕЛЬ 75МЛ | ДИНА+ ООО | ДИНА+ ООО,ДИНА+ ООО,,,,
