product_id,run_id,normalized_text,product_kind,medical_device_profile,semantic_confidence,semantic_explanation,semantic_validation_passed,semantic_reject_reason,decision_status,next_action,selected_category_id,stage,log_status,attr_administration_route_raw,attr_dosage_form_raw,attr_age_segment_raw,attr_mnn,label_mnn,attr_brand,label_brand,attr_rx_otc,label_rx_otc,attr_nosology,label_nosology,attr_administration_route,label_administration_route,attr_dosage_form,label_dosage_form,attr_dosage,label_dosage,attr_age_segment,label_age_segment,attr_package_hint,label_package_hint,attr_combination_hint,label_combination_hint
25794,402,АНАЛЬГИН ТАБЛ. 500МГ №20 БИОХИМИК | БИОХИМИК АО | БИОХИМИК АО,drug,,0.9,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе названия определены МНН, бренд, форма выпуска, дозировка и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,Метамизол натрия,,Анальгин,,rx,,Боль,,перорально,,таблетки,,500 мг,,взрослые,,20 таблеток,,,
25878,402,АМОСИН ТАБЛ. 500МГ №10 | СИНТЕЗ | СИНТЕЗ,drug,,0.9,"Товар является лекарственным препаратом (антибиотик), поэтому заполнены основные фармацевтические атрибуты. Возрастной сегмент и комбинированный состав не указаны в названии, поэтому оставлены пустыми.",True,,pending_fallback,direction_select,,semantic_primary,success,per os,таблетки,,Амоксициллин,,Амосин,,rx,,Бактериальные инфекции,,перорально,,таблетки,,500 мг,,,,10 таблеток,,,
26289,402,АЛФАВИТ ДЛЯ МУЖЧИН ТАБЛ. №60 | ВНЕШТОРГ ФАРМА ООО | ВНЕШТОРГ ФАРМА ООО,vitamin_or_baa,,0.85,"Товар относится к категории витаминов и БАД (витаминно-минеральный комплекс). Препарат 'Алфавит для мужчин' содержит комплекс витаминов и минералов, поэтому mnn указан как 'Комплекс', а nosology — 'Комплексные профили'. Дозировка не указана в названии, поэтому поле dosage оставлено пустым.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,Комплекс,,Алфавит,,,,Комплексные профили,,перорально,,таблетки,,,,взрослые,,60 таблеток,,витаминно-минеральный комплекс для мужчин,
26539,402,АЛГЕЗИР УЛЬТРА ТАБЛ. П/ПЛЕН/ОБ. 275МГ №10 АЛИУМ | АЛИУМ АО | АЛИУМ АО,drug,,0.7,"Товар относится к категории drug (лекарственное средство) и семейству 'Боль и Температура'. На основе названия и формы выпуска определены основные атрибуты, однако точное МНН и возрастной сегмент требуют уточнения.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые пленочной оболочкой",взрослые,,,АЛГЕЗИР УЛЬТРА,,rx,,Боль,,перорально,,таблетки,,275 мг,,взрослые,,10 таблеток,,,
26796,403,АКВЕЛЛА (AQUELLA) ДИСКИ ВАТНЫЕ №80 | КОТТОН КЛАБ ООО | КОТТОН КЛАБ ООО,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиеническая продукция), поэтому фармацевтические атрибуты не применимы. Указаны бренд и количество в упаковке.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,АКВЕЛЛА (AQUELLA),,,,,,не применимо,,не применимо,,,,не применимо,,80 дисков,,,
27053,403,АЕВИТ МЕЛИГЕН КАПС. ПО 200МГ №10 | МЕЛИГЕН ФП | МЕЛИГЕН ФП,drug,,0.7,"Товар относится к виду 'drug' и семейству 'Витамины'. На основе названия определены МНН (Аевит), бренд (Мелиген), форма выпуска (капсулы), дозировка (200 мг) и упаковка (10 капсул). Rx/OTC не указан, возрастной сегмент и комбинация не определены.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,Аевит,,Мелиген,,,,Витамины,,перорально,,капсулы,,200 мг,,,,10 капсул,,,
27090,403,АДИСОРД СУСП. ДЛЯ ПРИЕМА ВНУТРЬ 200МГ/5МЛ ФЛ. 90МЛ | АГРОВЕТЗАЩИТА С-П НВЦ ООО | АГРОВЕТЗАЩИТА С-П НВЦ ООО,other,,0.3,"Товар относится к категории 'other' согласно product_kind. Атрибуты mnn, rx_otc, nosology, administration_route, dosage_form, dosage и combination_hint не применимы для данного типа продукта. Информация о бренде, возрастном сегменте и упаковке отсутствует в предоставленных данных.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,,,,,,,не применимо,,не применимо,,,,не применимо,,,,,
27181,403,АВЕНТ СОСКА СИЛИКОНОВАЯ CLASSIC+ ПОТОК ПЕРЕМЕННЫЙ 3МЕС+ №2 80600 SCF635/27 | Philips Consumer Lifestyle B.V | Philips Consumer Lifestyle B.V,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиенический профиль), поэтому фармацевтические атрибуты не применимы. Из текста извлечены бренд, возрастной сегмент и количество в упаковке.",True,,pending_fallback,direction_select,,semantic_primary,success,,,3м+,,,Philips Avent,,,,,,не применимо,,не применимо,,,,дети,,2 шт,,,
27697,403,LEKOLIKE ВАСКУЛАР ПИТАНИЕ СЕРДЦА ТАБЛ. ПО 600МГ №60 | БИОСТАНДАРТ НПО ООО | БИОСТАНДАРТ НПО ООО,other,,0.7,"Товар относится к категории 'other' согласно product_kind. Согласно attr_profile, применимы только brand, age_segment и package_hint, остальные фармацевтические поля не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,взрослые,,,LEKOLIKE ВАСКУЛАР,,,,,,не применимо,,не применимо,,,,взрослые,,60 таблеток,,,
28199,403,BIOREPAIR ПАСТА ЗУБНАЯ МАКСИМАЛЬНАЯ ЗАЩИТА ПОСЛЕ 50 ЛЕТ 75МЛ | COSWELL S.P.A. | COSWELL S.P.A.,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (зубная паста). Для данного типа продукта применимы только бренд, возрастной сегмент и упаковка, остальные фармацевтические атрибуты не используются.",True,,pending_fallback,direction_select,,semantic_primary,success,,,50+,,,BIOREPAIR,,,,,,не применимо,,не применимо,,,,не применимо,,75 мл,,,
28550,403,30/60/90 ОМЕГА 3-6-9 КАПС. №60 | ГЕО ОРГАНИКС ЛТД. | ГЕО ОРГАНИКС ЛТД.,vitamin_or_baa,,0.7,"Товар относится к категории витаминов/БАД, поэтому rx_otc не применим. На основе названия определены действующее вещество (Омега-3-6-9), форма выпуска (капсулы) и количество в упаковке. Дозировка и возрастной сегмент не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,Омега-3-6-9,,ГЕО ОРГАНИКС,,,,Комплексные профили,,перорально,,капсулы,,,,универсальный,,60 капсул,,Омега-3-6-9,
