product_id,product_kind,normalized_text,attr_mnn,attr_rx_otc,attr_brand,attr_combination_hint,mnn_enriched,rx_otc_enriched,combination_hint_enriched,mnn_source,rx_source,confidence_enriched,explanation_enriched,error_message,enrich_kind,enrich_skip_reason,enrich_status,prompt_version
4782,drug,ТИМОГЕН Р-Р ДЛЯ В/М ВВЕД. 100МКГ/МЛ АМП. 1МЛ №5 | ЦИТОМЕД МБНПК | ЦИТОМЕД МБНПК,,rx,Тимоген,,тимоген,rx,,qwen_enrichment,qwen_enrichment,0.95,МНН препарата Тимоген — тимоген (синтетический аналог тимогена). Препарат является рецептурным средством для иммунокоррекции.,,drug,,enriched,prompt_enrichment_v1
4808,drug,"ТИЗОПТАН КАПЛИ ГЛАЗН. 0,3МГ/МЛ+5МГ/МЛ ФЛ. 3МЛ №1 | СЕНТИСС ФАРМА ПВТ. ЛТД. | СЕНТИСС ФАРМА ПВТ. ЛТД.",,rx,Тизоптан,комбинированный,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"В предоставленном тексте отсутствует информация о международных непатентованных наименованиях (МНН) действующих веществ, поэтому определить их невозможно. Хотя препарат относится к противоглаукомным средствам и обычно отпускается по рецепту, в исходных данных нет явного указания на статус рецептурности, поэтому он помечен как неизвестный.",,drug,,enriched,prompt_enrichment_v1
4998,drug,"ТЕРАФЛЮ ОТ ГРИППА И ПРОСТУДЫ ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ЛИМОН ПАК. 22,1Г №10 | ГКС КОНСЬЮМЕР ХЕЛС ИНК./ФАМАР ОРЛЕАН | ГКС КОНСЬЮМЕР ХЕЛС ИНК./ФАМАР ОРЛЕАН",,безрецептурный,Терафлю,,,otc,,qwen_enrichment,qwen_enrichment,0.95,"Текст не содержит информации о действующих веществах, поэтому МНН определить невозможно. Препарат Терафлю является безрецептурным средством для симптоматического лечения простуды и гриппа.",,drug,,enriched,prompt_enrichment_v1
5083,drug,ТЕМПОНОРМ ФЛЮ ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ 325МГ+10МГ+20МГ+50МГ ПАК. №5 | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,,безрецептурный,Темпонорм Флю,комбинированный препарат,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Товар является комбинированным средством от симптомов простуды, что типично для безрецептурных препаратов (OTC), однако точный состав действующих веществ в предоставленном тексте не указан, поэтому МНН определить невозможно.",,drug,,enriched,prompt_enrichment_v1
5181,drug,"ТЕВАГРАСТИМ Р-Р ДЛЯ В/В П/К ВВЕД. 60 МЛН.МЕ/МЛ ШПРИЦ 0,8МЛ №1+УСТР. БЕЗОП. ИГЛ | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД. | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД.",,рецептурный,Теваграстим,лекарственный препарат в комплекте со шприцем и устройством безопасности иглы,филграстим,rx,,qwen_enrichment,qwen_enrichment,0.95,"Название препарата «Теваграстим» содержит суффикс «-грастим», что однозначно указывает на международное непатентованное наименование (МНН) филграстим. Препараты группы стимуляторов гранулопоэза, такие как филграстим, отпускаются строго по рецепту.",,drug,,enriched,prompt_enrichment_v1
5212,vitamin_or_baa,ТАУРИН 1000 ТАБЛ. П/О ПО 1545МГ №30 | КВАДРАТ-С ООО | КВАДРАТ-С ООО,Таурин,,,монокомпонентный,Таурин,не применимо,monocomponent,qwen_enrichment,qwen_enrichment,1.0,"Продукт явно содержит таурин в качестве единственного активного компонента, что подтверждается названием и семантическим описанием как монокомпонентная БАД.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
5429,drug,СУПРИМА-БРОНХО СИРОП ФЛ. 100МЛ | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД,,otc,Суприма-Бронхо,true,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"Текст содержит только торговое название и производителя без указания действующих веществ, поэтому определить МНН невозможно. Хотя сиропы от кашля часто являются безрецептурными, отсутствие состава не позволяет точно классифицировать статус препарата.",,drug,,enriched,prompt_enrichment_v1
5672,drug,СТРЕГА ТАБС ТАБЛ. П/ПЛЕН/ОБ. 5МГ №7 | Синтон Испания С.Л. | Синтон Испания С.Л.,,rx,Стрега табс,,,unknown,,qwen_enrichment,qwen_enrichment,0.2,"Действующее вещество в предоставленном тексте не указано, поэтому определить МНН невозможно. Хотя препарат относится к урологическим средствам, без знания состава нельзя точно подтвердить его статус рецептурного или безрецептурного.",,drug,,enriched,prompt_enrichment_v1
5841,vitamin_or_baa,СПОРТЭКСПЕРТ ЭНЕРГИЯ СО ВКУСОМ АПЕЛЬСИНА БЕЗ САХАРА ФЛ. 50МЛ №8 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,,,Спортэксперт,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В названии продукта и предоставленных атрибутах не указаны конкретные действующие вещества или витамины. Состав отсутствует в описании, поэтому невозможно определить ключевой нутриент или тип комбинации.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
6000,drug,"СПАЗМОФАРМ Р-Р ДЛЯ В/М ВВЕД. 500МГ/МЛ+2МГ/МЛ+0,02МГ/МЛ АМП. 5МЛ №10 | ВетПром АД | ВетПром АД",,rx,Спазмофарм,комбинированный,,unknown,,qwen_enrichment,qwen_enrichment,0.3,"В предоставленном тексте не указаны названия действующих веществ, что делает невозможным определение МНН без догадок. Хотя производитель «ВетПром» указывает на ветеринарный препарат, статус рецептурности (rx/otc) для таких средств в данном контексте однозначно определить нельзя.",,drug,,enriched,prompt_enrichment_v1
6129,vitamin_or_baa,СОЛОСОРБ ГЕЛЬ Д/СУСП. Д/ПРИЕМА ВНУТРЬ ТУБА 225Г | ГРОТЕКС ООО | ГРОТЕКС ООО,,,Солосорб,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В предоставленном тексте и атрибутах не указано активное вещество или конкретный нутриент, продукт определен только как сорбент (гель/суспензия) без указания состава.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
6569,drug,СИНУСЭФРИН СПРЕЙ НАЗ. ФЛ. 15МЛ | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,,otc,Синусэфрин,,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Торговое название «Синусэфрин» не позволяет однозначно определить международное непатентованное наименование без знания состава, так как оно может содержать разные комбинации веществ (например, фенилэфрин и эфедрина гидрохлорид). Однако назальные спреи с подобным названием обычно относятся к безрецептурным средствам от насморка.",,drug,,enriched,prompt_enrichment_v1
6583,drug,СИНТОМИЦИН ЛИНИМЕНТ 10% ТУБА 25Г НИЖФАРМ | НИЖФАРМ ОА | НИЖФАРМ ОА,,otc,Синтомицин,монопрепарат,хлорамфеникол,otc,,qwen_enrichment,qwen_enrichment,0.95,Торговое наименование «Синтомицин» является синонимом международного непатентованного наименования хлорамфеникол для данной лекарственной формы. Линимент с концентрацией 10% относится к безрецептурным препаратам.,,drug,,enriched,prompt_enrichment_v1
6613,drug,"СИНАФЛАН МАЗЬ Д/НАРУЖ. ПРИМ. 0,025% ТУБА 10Г МУРОМСКИЙ ПСЗ | МУРОМСКИЙ ПЗ | МУРОМСКИЙ ПЗ",,rx,Синафлан,,флуоцинолон,rx,,qwen_enrichment,qwen_enrichment,0.95,,,drug,,enriched,prompt_enrichment_v1
6872,drug,СИАЛОР (ПРОТАРГОЛ) 2% 10МЛ ТАБЛЕТКА+РАСТВОРИТЕЛЬ КАПЛИ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,,otc,Сиалор,нет,серебра протеинат,otc,,qwen_enrichment,qwen_enrichment,0.95,"В тексте прямо указано, что препарат содержит серебра протеинат (действующее вещество Протаргола). Семантическое объяснение подтверждает, что средство отпускается без рецепта.",,drug,,enriched,prompt_enrichment_v1
6877,drug,СИАВЕЛЛ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №1 | Велфарм ООО | Велфарм ООО,,rx,Сиавелл,монопрепарат,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Торговое название «Сиавелл» не позволяет однозначно определить международное непатентованное наименование без дополнительных данных о составе. Хотя препарат относится к урологическим средствам, статус рецептурности (Rx/OTC) в предоставленном тексте явно не указан.",,drug,,enriched,prompt_enrichment_v1
6937,drug,"СЕПТОЛЕТЕ ТОТАЛ ТАБЛ. Д/РАССАС. 3МГ+1МГ ЛИМОН-БУЗИНА №8 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",,безрецептурный,Септолете Тотал,комбинированный,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Торговое наименование «Септолете Тотал» не содержит явного указания на международное непатентованное наименование (МНН) действующих веществ в предоставленном тексте, поэтому МНН оставлен равным null. Препарат относится к безрецептурным средствам для лечения заболеваний горла.",,drug,,enriched,prompt_enrichment_v1
7202,vitamin_or_baa,СВИСС ЭНЕРДЖИ АНТИ ЭЙДЖ ТАБЛ. ШИПУЧ. №20 | КЕНДИ ЛТД | КЕНДИ ЛТД,,,СВИСС ЭНЕРДЖИ АНТИ ЭЙДЖ,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В названии и описании продукта не указаны конкретные действующие вещества или витамины, только общий анти-эйдж профиль. Без явного перечня компонентов невозможно определить доминирующий нутриент или подтвердить многокомпонентный состав.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
7283,drug,САНДРА ТАБЛ. П/ЯЗЫЧН. ГОМЕОП. 250МГ №30 | ВИЛАР ФАРМЦЕНТР | ВИЛАР ФАРМЦЕНТР,,otc,Сандра,,,unknown,,qwen_enrichment,qwen_enrichment,0.95,"Препарат является гомеопатическим средством, где составные компоненты не указаны в явном виде как активные вещества с международным непатентованным наименованием (МНН). Хотя гомеопатические препараты часто отпускаются без рецепта, отсутствие четкого состава и статуса регуляции в тексте делает определение категории rx_otc ненадежным.",,drug,,enriched,prompt_enrichment_v1
8018,drug,"РИНОМАРИС СПРЕЙ НАЗ. 0,1% ФЛ. 15МЛ | ЯДРАН-ГАЛЕНСКИ ЛАБОРАТОРИЙ А.О. | ЯДРАН-ГАЛЕНСКИ ЛАБОРАТОРИЙ А.О.",,otc,Риномарис,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"В предоставленном тексте не указано действующее вещество препарата Риномарис, поэтому определить МНН невозможно. Хотя спреи с ксилометазолином часто являются безрецептурными, отсутствие информации о составе делает статус рецептурности неопределенным.",,drug,,enriched,prompt_enrichment_v1
8030,drug,РИНИКОЛД ХОТКАП ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ЛИМОН САШЕ 5Г №10 | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД,,otc,Риниколд Хоткап,true,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Текст товара не содержит информации о действующих веществах, поэтому МНН определен как null. Препарат относится к безрецептурным средствам для симптоматического лечения простуды.",,drug,,enriched,prompt_enrichment_v1
8048,drug,РИНЗА КИДС ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ МАЛИНА ПАК-САШЕ ПО 3Г №10 | ЮНИК ФАРМАСЬЮТИКАЛ ЛАБОРАТОРИЗ (ОТДЕЛЕНИЕ ФИРМЫ ДЖ.Б.КЕМИКАЛС ЭНД ФАРМАСЬЮТИКАЛС ЛТД) | ЮНИК ФАРМАСЬЮТИКАЛ ЛАБОРАТОРИЗ (ОТДЕЛЕНИЕ ФИРМЫ ДЖ.Б.КЕМИКАЛС ЭНД ФАРМАСЬЮТИКАЛС ЛТД),,безрецептурный,Ринза Кидс,,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Точный состав препарата Ринза Кидс не указан в предоставленном тексте, поэтому МНН определен как null. Однако препараты этой серии для лечения симптомов простуды у детей являются безрецептурными (OTC).",,drug,,enriched,prompt_enrichment_v1
8050,drug,РИНГЕР-СОЛОФАРМ Р-Р Д/ИНФ. ФЛ. ПОЛИПРОП. 500МЛ №20 ГРОТЕКС | ГРОТЕКС ООО | ГРОТЕКС ООО,,rx,Рингер-Солофарм,комбинированный,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Текст не содержит явного указания на международное непатентованное наименование (МНН), хотя препарат относится к растворам Рингера. Статус рецептурности (rx/otc) для инфузионных растворов в данном описании не указан явно.",,drug,,enriched,prompt_enrichment_v1
8173,drug,"РЕСТАСИС КАПЛИ ГЛАЗН. 0,05% ФЛ. 0,4МЛ №30 | АЛЛЕРГАН СЕЙЛС ЛЛС | АЛЛЕРГАН СЕЙЛС ЛЛС",,рецептурный,Рестасис,,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"Текст содержит только торговое наименование «Рестасис» без указания международного непатентованного названия (МНН). Хотя препарат известен как циклоспорин и является рецептурным, в предоставленном тексте эти данные явно не указаны, поэтому согласно правилам лучше вернуть неизвестные значения.",,drug,,enriched,prompt_enrichment_v1
8231,drug,РЕННИ ТАБЛ. ЖЕВ. С АПЕЛЬСИНОВЫМ ВКУСОМ 680МГ+80МГ №48 | ДЕЛФАРМ ГАЙЯРД | ДЕЛФАРМ ГАЙЯРД,,otc,Ренни,комбинированный препарат,кальция карбонат + магния гидроксид,otc,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Ренни является известным комбинированным антацидом, содержащим карбонат кальция и гидроксид магния в указанных дозировках. Он относится к безрецептурным средствам (OTC) для симптоматического лечения изжоги.",,drug,,enriched,prompt_enrichment_v1
8286,vitamin_or_baa,РЕЛАКСОЗАН ДЕНЬ ТАБЛ. П/О №20 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,,,Релаксозан День,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В предоставленном тексте и базовых атрибутах отсутствует информация о конкретном составе продукта, поэтому невозможно определить ключевой нутриент или тип комбинации.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
8431,drug,РЕАФЕРОН-ЕС ЛИОФ. Д/Р-РА Д/ИН. И МЕСТН. ПРИМ. 3МЛН МЕ АМП. №5 | ВЕКТОР-МЕДИКА АО | ВЕКТОР-МЕДИКА АО,,рецептурный,Реаферон-ЕС,,,unknown,,qwen_enrichment,qwen_enrichment,0.3,"В предоставленном тексте не указано действующее вещество, поэтому МНН определить невозможно. Хотя препарат относится к иммуномодуляторам и обычно является рецептурным, без явного указания состава или статуса в тексте точную классификацию установить нельзя.",,drug,,enriched,prompt_enrichment_v1
8441,vitamin_or_baa,РАЦИОНИКА АСКОРБИНКА БЕЗ САХАРА ПРИ ДИАБЕТЕ ТАБЛ. №10 | АРТ СОВРЕМЕННЫЕ НАУЧНЫЕ ТЕХНОЛОГИИ ООО | АРТ СОВРЕМЕННЫЕ НАУЧНЫЕ ТЕХНОЛОГИИ ООО,Аскорбиновая кислота,,РАЦИОНИКА,монопрепарат,Аскорбиновая кислота,не применимо,monocomponent,qwen_enrichment,qwen_enrichment,1.0,"В названии продукта явно указана аскорбиновая кислота (витамин C), что подтверждается семантическим описанием как монопрепарат.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
8551,drug,РАЛЕФ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,,rx,Ралеф,,лефлуномид,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Ралеф с дозировкой 20 мг содержит лефлуномид, что подтверждается базовыми атрибутами и классификацией как противоревматическое средство. Лефлуномид является рецептурным препаратом.",,drug,,enriched,prompt_enrichment_v1
8558,drug,РАЗАГИЛИН МЕДИСОРБ ТАБЛ. 1МГ №30 | МЕДИСОРБ АО | МЕДИСОРБ АО,разагилин,рецептурный,Разагилин Медисорб,монопрепарат,раззагилин,rx,,qwen_enrichment,qwen_enrichment,1.0,"В названии препарата явно указано международное непатентованное наименование разагилин. Согласно предоставленному семантическому объяснению, это рецептурное противопаркинсоническое средство.",,drug,,enriched,prompt_enrichment_v1
8562,vitamin_or_baa,РАДУГА ГОРНОГО АЛТАЯ БОБРОВАЯ СТРУЯ ЭЛИКСИР МОЛОДОСТИ КАПС. ПО 230МГ №120 | НАРИНЕ ООО | НАРИНЕ ООО,,,Радуга Горного Алтая,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.85,"Продукт содержит бобровую струю, которая не входит в список стандартных нутриентов или витаминов (например, Омега-3, Куркумин). Поскольку состав не является явно многокомпонентным комплексом и доминирующий витамин отсутствует, точное определение невозможно.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
8675,drug,"ПУЛЬМИКОРТ СУСП.Д/ИНГАЛ. ДОЗИР. 0,25МГ/МЛ КОНТ. 2МЛ №20 | АСТРАЗЕНЕКА АБ | АСТРАЗЕНЕКА АБ",,rx,ПУЛЬМИКОРТ,монопрепарат,будесонид,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Пульмикорт является известным торговым названием будесонида, который используется в виде ингаляционной суспензии. Будесонид относится к глюкокортикостероидам и отпускается строго по рецепту врача.",,drug,,enriched,prompt_enrichment_v1
8736,drug,ПРОСТУДОКС ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ЛИМОН 5Г №5 | СИНТЕЗ | СИНТЕЗ,,otc,Простудокс,,,otc,,qwen_enrichment,qwen_enrichment,0.6,"Действующее вещество препарата «Простудокс» в предоставленном тексте не указано, поэтому МНН определить невозможно. Однако препарат относится к безрецептурным средствам для лечения симптомов простуды.",,drug,,enriched,prompt_enrichment_v1
8858,drug,"ПРОЛАТАН КАПЛИ ГЛАЗН. 0,005% ФЛ. 2,5МЛ №3 | СЕНТИСС ФАРМА ПВТ. ЛТД. | СЕНТИСС ФАРМА ПВТ. ЛТД.",,,Пролатан,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"В предоставленном тексте указано только торговое название «Пролатан», но действующее вещество (МНН) явно не названо. Без знания состава невозможно достоверно определить статус рецептурности или безрецептурного препарата.",,drug,,enriched,prompt_enrichment_v1
9086,drug,ПРЕДУКТАЛ ОД КАПС. ПРОЛОНГ. 80МГ №30 | СЕРВЬЕ РУС ООО | СЕРВЬЕ РУС ООО,,рецептурный,Предуктал ОД,,триметазидин,rx,,qwen_enrichment,qwen_enrichment,0.95,Торговое название «Предуктал» однозначно соответствует международному непатентованному наименованию триметазидин. Препарат является рецептурным средством для лечения ишемической болезни сердца.,,drug,,enriched,prompt_enrichment_v1
9115,vitamin_or_baa,ПРАЙМ КРАФТ КОЛЛАГЕН МОРСКОЙ РЫБНЫЙ НАТУРАЛЬНЫЙ (БЕЗ ДОБАВОК) КАПС. ПО 630МГ №180 | БАРГУС ПРОДАКШН ООО | БАРГУС ПРОДАКШН ООО,Коллаген,,Прайм Крафт,без добавок,Коллаген,не применимо,monocomponent,qwen_enrichment,qwen_enrichment,1.0,"В названии продукта явно указано действующее вещество — морской коллаген. Текст подтверждает отсутствие добавок, что указывает на монокомпонентный состав.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
9379,drug,ПЛЕНДИЛ ТАБЛ. ПРОЛОНГ. П/ПЛЕН/ОБ. 5МГ №30 | АСТРАЗЕНЕКА ФАРМАСЬЮТИКАЛЗ | АСТРАЗЕНЕКА ФАРМАСЬЮТИКАЛЗ,,rx,Плендил,,нифедипин,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Плендил является торговым названием нифедипина, который относится к группе антагонистов кальция и используется для лечения сердечно-сосудистых заболеваний. Нифедипин отпускается строго по рецепту врача.",,drug,,enriched,prompt_enrichment_v1
9410,drug,ПЛАНИЖЕНС ЛЕВО ТАБЛ. П/О 150МКГ+30МКГ №21 | ФАРМАСИНТЕЗ-ТЮМЕНЬ ООО | ФАРМАСИНТЕЗ-ТЮМЕНЬ ООО,,rx,ПЛАНИЖЕНС ЛЕВО,комбинированный препарат (2 действующих вещества),,unknown,,qwen_enrichment,qwen_enrichment,0.5,,,drug,,enriched,prompt_enrichment_v1
9443,drug,"ПИТАВАСТОР ТАБЛ. П/ПЛЕН/ОБ. 4МГ №28 | ВАН ИН ФАРМ. КО., ЛТД. | ВАН ИН ФАРМ. КО., ЛТД.",,rx,Питавастор,,питавастатин,rx,,qwen_enrichment,qwen_enrichment,0.95,Торговое название «Питавастор» однозначно указывает на международное непатентованное наименование «питавастатин». Препараты группы статинов являются рецептурными лекарственными средствами.,,drug,,enriched,prompt_enrichment_v1
9514,drug,ПИНОСОЛ СПРЕЙ НАЗ. ФЛ. 10МЛ | ФАРМАК ПАО | ФАРМАК ПАО,,otc,Пиносол,,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Текст содержит только торговое наименование «Пиносол» без указания состава, поэтому МНН определить невозможно. Препарат является безрецептурным средством от насморка.",,drug,,enriched,prompt_enrichment_v1
9522,drug,ПИМАФУЦИН СУПП. ВАГ. 100МГ №3 | ТЕММЛЕР ИТАЛИА С.Р.Л | ТЕММЛЕР ИТАЛИА С.Р.Л,,otc,Пимафуцин,,нистатин,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Пимафуцин является торговым названием нистатина, что подтверждается известными фармакологическими данными. Нистатин относится к рецептурным противогрибковым средствам.",,drug,,enriched,prompt_enrichment_v1
9706,drug,ПЕРСЕН ТАБЛ. П/О №40 СОФАРМА | СОФАРМА | СОФАРМА,,безрецептурный,Персен,комбинированный препарат,,otc,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Персен является безрецептурным средством, однако в предоставленном тексте не указаны конкретные действующие вещества (валериана, мелисса, мята), поэтому MNN определен как null.",,drug,,enriched,prompt_enrichment_v1
9821,drug,ПЕНТАЛГИН НЕО ТАБЛ. П/ПЛЕН/ОБ. №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Пенталгин Нео,комбинированный препарат,,unknown,,qwen_enrichment,qwen_enrichment,0.3,"Текст не содержит информации о составе препарата, поэтому международное непатентованное наименование (МНН) определить невозможно. Хотя Пенталгин Нео часто является безрецептурным средством, в предоставленном тексте нет явных указаний на его статус отпуска.",,drug,,enriched,prompt_enrichment_v1
10098,drug,ПАНТОКАЛЬЦИН ТАБЛ. 250МГ №50 | ВАЛЕНТА ФАРМ АО | ВАЛЕНТА ФАРМ АО,,rx,Пантокальцин,монопрепарат,,unknown,,qwen_enrichment,qwen_enrichment,0.2,"В предоставленном тексте не указано действующее вещество, поэтому определить международное непатентованное наименование (MNN) невозможно. Хотя препарат относится к ноотропам и часто является рецептурным, без точного состава статус отпуска нельзя подтвердить с высокой уверенностью.",,drug,,enriched,prompt_enrichment_v1
10183,drug,"ПАНАВИР Р-Р ДЛЯ В/В ВВЕД. 0,04МГ/МЛ АМП. 5МЛ №2 | ЭЛЛАРА ООО | ЭЛЛАРА ООО",,rx,Панавир,,,rx,,qwen_enrichment,qwen_enrichment,0.85,"Текст содержит только торговое название «Панавир», международное непатентованное наименование (МНН) в явном виде отсутствует и не может быть достоверно определено без внешних знаний о составе препарата. Согласно предоставленному семантическому объяснению, это рецептурное противовирусное средство.",,drug,,enriched,prompt_enrichment_v1
10349,vitamin_or_baa,ОРТИЛИЯ ОДНОБОКАЯ (БОРОВАЯ МАТКА) 50Г ЛЕКРА-СЭТ | ЛЕКРА-СЭТ ООО | ЛЕКРА-СЭТ ООО,,,ЛЕКРА-СЭТ,монокомпонентный,,не применимо,monocomponent,qwen_enrichment,qwen_enrichment,0.85,"Продукт представляет собой растительное сырье (трава ортилии однобокой), а не выделенный нутриент или витамин из списка. Поскольку это однокомпонентный продукт на основе травы, комбинация указана как монокомпонентная, но ключевой нутриент в требуемом формате отсутствует.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
10526,drug,ОМИТОКС ГАСТРО КАПС. 20МГ №30 | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД,,rx,ОМИТОКС ГАСТРО,,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"В предоставленном тексте не указано действующее вещество, поэтому МНН определить невозможно. Хотя название содержит «Омитокс», что может указывать на омепразол, без явного подтверждения состава в тексте делать вывод о рецептурном статусе рискованно.",,drug,,enriched,prompt_enrichment_v1
11132,drug,НУРОФЕН ИНТЕНСИВ ТАБЛ. П/ПЛЕН/ОБ. 200МГ+500МГ №6 | РЕКИТТ БЕНКИЗЕР | РЕКИТТ БЕНКИЗЕР,,otc,Нурофен Интенсив,комбинированный,ибупрофен+парацетамол,otc,,qwen_enrichment,qwen_enrichment,0.95,Комбинация дозировок 200 мг ибупрофена и 500 мг парацетамола является стандартной для препарата Нурофен Интенсив. Данный комбинированный анальгетик относится к безрецептурным средствам.,,drug,,enriched,prompt_enrichment_v1
11198,drug,НОРМОДИПИН ТАБЛ. 10МГ №30 | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО,,rx,Нормодипин,false,нифедипин,rx,,qwen_enrichment,qwen_enrichment,0.95,"Торговое название «Нормодипин» однозначно соответствует международному непатентованному наименованию (МНН) нифедипин, которое является активным веществом этого препарата. Нифедипин относится к группе рецептурных гипотензивных средств.",,drug,,enriched,prompt_enrichment_v1
11465,drug,НОВОРАПИД ФЛЕКСПЕН Р-Р ДЛЯ В/В П/К ВВЕД. 100ЕД/МЛ КАРТРИДЖ 3МЛ №5+ШПРИЦ-РУЧКА | НОВО НОРДИКС А/С | НОВО НОРДИКС А/С,,rx,НовоРапид ФлексПен,,инсулин аспарт,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат НовоРапид является инсулином быстрого действия, действующим веществом которого является инсулин аспарт. Все инсулиновые препараты относятся к рецептурным средствам.",,drug,,enriched,prompt_enrichment_v1
11504,drug,НОВЕМА НАЙТ ТАБЛ. П/ПЛЕН/ОБ. 25МГ+220МГ №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,НОВЕМА НАЙТ,комбинированный препарат,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Текст не содержит информации о действующих веществах, поэтому МНН определить невозможно. Статус рецептурности (Rx/OTC) также не указан в предоставленных данных и не может быть подтвержден без знания состава.",,drug,,enriched,prompt_enrichment_v1
11568,drug,НИТРОКСОЛИН ТАБЛ. П/О 50МГ №50 АВЕКСИМА | АВЕКСИМА СИБИРЬ ООО/ИРБИТСКИЙ ХФЗ ОАО | АВЕКСИМА СИБИРЬ ООО/ИРБИТСКИЙ ХФЗ ОАО,Нитроксолин,рецептурный,Авексима,монопрепарат,нитроксолин,rx,,qwen_enrichment,qwen_enrichment,0.95,"Действующее вещество явно указано в названии товара как нитроксолин. Нитроксолин является рецептурным уроантисептиком, что подтверждается базовыми атрибутами и фармакологической классификацией.",,drug,,enriched,prompt_enrichment_v1
