product_id,normalized_text,final_candidate_mnn,pass_action,identity_gate_status,current_age,current_age_method,current_age_stage,current_age_source,sem_age,previous_enrichment_age,identity_enrichment_age,manual_expected_age_hint,manual_expected_age_hint_strength,historical_not_applicable_without_m2_gate,age_replay_value,age_replay_decision,age_replay_reason,age_replay_evidence_status,age_replay_identity_status,age_replay_conflict_status,age_replay_queue_action,label_age_contract_replay,label_age_contract_replay_notes
7803,РОЗУВАСТАТИН-ТАД ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | Крка-Рус ООО | Крка-Рус ООО,Розувастатин,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,взрослые,,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
7816,РОЗУВАСТАТИН ТАБЛ. П/ПЛЕН/ОБ. 20МГ №90 ОЗОН | ОЗОН ООО | ОЗОН ООО,Розувастатин,reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,взрослые,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
7858,РОЗУВАСТАТИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Розувастатин,reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,взрослые,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
8055,РИМАСОПТ ВМ КАПЛИ ГЛАЗНЫЕ 2МГ/МЛ+5МГ/МЛ ФЛ. 5МЛ №1 | Уорлд медицин илач сан. ве тидж. Аш | Уорлд медицин илач сан. ве тидж. Аш,"Бримонидин, Тимолол",reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,,взрослые,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
8753,ПРОСТАНОРМ ЭКСТРАКТ Д/ПРИЕМА ВНУТРЬ ЖИДК. ФЛ. 100МЛ | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,"Зверобоя трава, Золотарника канадского трава, Солодки корни, Эхинацеи пурпурной корневища с корнями",new_enrichment,unresolved_catalog,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,взрослые,взрослые,взрослые,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,send_to_age_contract_review,,
9301,ПОЛЫНИ ГОРЬКОЙ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,Полыни горькой трава,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,универсальный,,взрослые,explicit_label_note,false,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict,unknown,baseline_vs_enrichment_conflict,send_to_age_contract_review,,
9511,ПИОНА НАСТОЙКА РЕНЕВАЛ ФЛ. 25МЛ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,"Пиона уклоняющегося травы, корневищ и корней настойка",reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,взрослые,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
9941,ПАРОДОНТОЦИД ОПОЛАСКИВАТЕЛЬ ДЛЯ ПОЛОСТИ РТА 250МЛ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ,,new_enrichment,unresolved_catalog,unknown,not_resolved,none,none,,универсальный,,,not_available,false,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome.,no_saved_evidence,unknown,no_conflict,require_product_specific_evidence,,
10046,ПАПАВЕРИН ТАБЛ. 40МГ №10 ИРБИТСКИЙ ХФЗ | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,Папаверин,new_enrichment,unresolved_catalog,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,взрослые,,универсальный,,not_available,false,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict,C,baseline_vs_enrichment_conflict,send_to_age_contract_review,,
10536,ОМЕПРАЗОЛ-ОBL КАПС. КИШ/РАСТ. 20МГ №28 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,Омепразол,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,взрослые,,,универсальный,explicit_label_note,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
11142,НУРОФАСТ ТАБЛ. П/ПЛЕН/ОБ. 200МГ №20 | АЛИУМ АО | АЛИУМ АО,Ибупрофен,new_enrichment,unresolved_catalog,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,взрослые,,универсальный,,not_available,false,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict,C,baseline_vs_enrichment_conflict,send_to_age_contract_review,,
11272,НООТРОП КАПС. №48 | ВИС ООО | ВИС ООО,,new_enrichment,unresolved_catalog,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,взрослые,универсальный,универсальный,,not_available,true,unknown,insufficient_existing_evidence,historical not_applicable without approved M2 non-drug gate; do not infer non-drug or conflict from historical field alone,no_saved_evidence,C,unknown,require_product_specific_evidence,,
12389,"МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",Мяты перечной листья,new_enrichment,unresolved_catalog,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,,универсальный,универсальный,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=универсальный via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,send_to_age_contract_review,,
12495,МУКОСАТ МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | ЗЕЛЕНАЯ ДУБРАВА ЗАО | ЗЕЛЕНАЯ ДУБРАВА ЗАО,Хондроитина Сульфат Натрия,reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,,взрослые,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
13125,МИКРОГИНОН ТАБЛ. П/О 150МКГ+30МКГ №21 | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,"levonorgestrel, ethinylestradiol",new_enrichment,unresolved_catalog,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,взрослые,,взрослые,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,send_to_age_contract_review,,
13616,"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",Melissae officinalis herba,reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,взрослые,,универсальный,explicit_label_note,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
14758,"ЛОЗАРТАН Н ТАБЛ. П/ПЛЕН/ОБ. 12,5МГ+100МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО","Лозартан, Гидрохлоротиазид",new_enrichment,unresolved_catalog,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,взрослые,,взрослые,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,send_to_age_contract_review,,
15062,ЛИЗИНОПРИЛ-ТЕВА ТАБЛ. 10МГ №30 Р-ФАРМ | Р-ФАРМ НОВОСЕЛКИ ООО | Р-ФАРМ НОВОСЕЛКИ ООО,Лизиноприл,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,взрослые,,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
15150,ЛИДОКАИН БУФУС Р-Р Д/ИН. 100МГ/МЛ АМП. 2МЛ №10 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Лидокаин,skip_strong_input_mnn,resolved_input_explicit,unknown,not_resolved,none,none,,,,взрослые,explicit_label_note,false,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome.,no_saved_evidence,unknown,unknown,require_product_specific_evidence,,
16485,КРУШИНЫ КОРА Ф/П 2Г №20 ФИТО-БОТ | ФИТО-БОТ ФИРМА ООО | ФИТО-БОТ ФИРМА ООО,Крушины ольховидной кора,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,универсальный,,,not_available,false,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict,unknown,baseline_vs_enrichment_conflict,send_to_age_contract_review,,
16623,КОФЕИН-БЕНЗОАТ НАТРИЯ ТАБЛ. 100МГ №10 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин,new_enrichment,unresolved_catalog,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,взрослые,,универсальный,взрослые,explicit_label_note,false,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict,C,baseline_vs_enrichment_conflict,send_to_age_contract_review,,
18125,КАНДЕСАРТАН ТАБЛ. 16МГ №28 БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ,Кандесартан,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,универсальный,,взрослые,explicit_label_note,false,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict,unknown,baseline_vs_enrichment_conflict,send_to_age_contract_review,,
18377,ЙОД Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. 5% ФЛ. 25МЛ ГИППОКРАТ | ГИППОКРАТ | ГИППОКРАТ,Йод,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,,универсальный,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=универсальный via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
19198,ЗВЕРОБОЯ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,,new_enrichment,unresolved_catalog,unknown,not_resolved,none,none,,универсальный,универсальный,взрослые,explicit_label_note,false,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome.,product_specific_but_no_explicit_age,B,no_conflict,require_product_specific_evidence,,
19370,ДЮСПАТАЛИН ТАБЛ. П/О 135МГ №15 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО,Мебеверин,new_enrichment,unresolved_catalog,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,взрослые,,взрослые,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,send_to_age_contract_review,,
20122,ДИОСМИН ТАБЛ. П/ПЛЕН/ОБ. 600МГ №60 ОЗОН | ОЗОН ООО | ОЗОН ООО,Диосмин,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,взрослые,,,универсальный,explicit_label_note,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
20614,"ДЕКСАМЕТАЗОН-КРКА ТАБЛ. 4МГ №20 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Дексаметазон,skip_strong_input_mnn,resolved_input_explicit,unknown,not_resolved,none,none,,,,универсальный,explicit_label_note,false,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome.,no_saved_evidence,unknown,unknown,require_product_specific_evidence,,
20628,ДЕКСА-ГЕНТАМИЦИН КАПЛИ ГЛАЗН. ФЛ-КАП. 5МЛ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,"Дексаметазон, Гентамицин",new_enrichment,unresolved_catalog,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,,,взрослые,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,send_to_age_contract_review,,
21010,ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,skip_strong_input_mnn,resolved_input_explicit,unknown,not_resolved,none,none,,,,универсальный,explicit_label_note,false,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome.,no_saved_evidence,unknown,unknown,require_product_specific_evidence,,
21019,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,универсальный,универсальный,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=универсальный via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
21137,ГЛИБЕНКЛАМИД ТАБЛ. 5МГ №120 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,Глибенкламид,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,универсальный,,,not_available,false,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict,unknown,baseline_vs_enrichment_conflict,send_to_age_contract_review,,
22468,"ВИДОРА МИКРО ТАБЛ. П/ПЛЕН/ОБ. 3МГ+0,02МГ №21+7 | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А. | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.","Дроспиренон, Этинилэстрадиол",new_enrichment,unresolved_catalog,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,взрослые,,взрослые,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,send_to_age_contract_review,,
24095,БЕТАГИСТИН ТАБЛ. 16МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Бетагистин,reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,взрослые,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
24098,БЕТАГИСТИН СОЛОФАРМ ТАБЛ. 16МГ №30 | ГРОТЕКС ООО | ГРОТЕКС ООО,Бетагистин,reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,взрослые,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
24255,"БЕЛОДЕРМ КРЕМ Д/НАРУЖ. ПРИМ. 0,05% ТУБА 30Г | БЕЛУПО | БЕЛУПО",Бетаметазон,new_enrichment,unresolved_catalog,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,взрослые,,универсальный,,not_available,false,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict,B,baseline_vs_enrichment_conflict,send_to_age_contract_review,,
24682,АЦИКЛОВИР ТАБЛ. 200МГ №20 АВЕКСИМА | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,Ацикловир,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,,универсальный,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=универсальный via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
24750,АЦЕТИЛСАЛИЦИЛОВАЯ КИСЛОТА ПЛЮС РЕНЕВАЛ ТАБЛ. 500МГ+25МГ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,"Ацетилсалициловая кислота, Аскорбиновая кислота",reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,взрослые,,универсальный,explicit_label_note,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
24896,АТОРВАСТАТИН-ФП ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,Аторвастатин,reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,взрослые,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
24901,АТОРВАСТАТИН-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 АЛКАЛОИД | АЛКАЛОИД АД Скопье | АЛКАЛОИД АД Скопье,Аторвастатин,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,взрослые,,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
24945,АТОРВАСТАТИН-СЗ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | СЕВЕРНАЯ ЗВЕЗДА НАО | СЕВЕРНАЯ ЗВЕЗДА НАО,Аторвастатин,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,взрослые,,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
25599,АПИЛАК ТАБЛ. П/ЯЗЫЧН. 10МГ №30 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,Маточное Молочко,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,,универсальный,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=универсальный via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
25982,АМЛОДИПИН ТАБЛ. 10МГ №30 РОЗЛЕКС | РОЗЛЕКС ФАРМ ООО | РОЗЛЕКС ФАРМ ООО,Амлодипин,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,взрослые,универсальный,,взрослые,explicit_label_note,false,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict,unknown,baseline_vs_enrichment_conflict,send_to_age_contract_review,,
26001,АМЛОДИПИН-ПРАНА ТАБЛ. 10МГ №60 | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,Амлодипин,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,взрослые,,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
26038,АМЛОДИПИН-АЛСИ ТАБЛ. 10МГ №90 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,Амлодипин,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,взрослые,,,,not_available,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
26115,АМБРОКСОЛ ТАБЛ. 30МГ №20 ВЕРТЕКС | ВЕРТЕКС АО | ВЕРТЕКС АО,Амброксол,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,взрослые,,,универсальный,explicit_label_note,false,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,send_to_age_contract_review,,
