product_id,normalized_text,product_kind,pass_action,identity_gate_status,final_mnn_method_before,final_candidate_mnn_before,input_explicit_mnn,input_explicit_mnn_confidence,input_explicit_strength,previous_catalog_mnn,previous_enrichment_mnn,previous_enrichment_status,needs_human_review_before,reason
10536,ОМЕПРАЗОЛ-ОBL КАПС. КИШ/РАСТ. 20МГ №28 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,drug,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,Омепразол,Омепразол,high,strong,,,,false,strong_input_explicit_accepted
11142,НУРОФАСТ ТАБЛ. П/ПЛЕН/ОБ. 200МГ №20 | АЛИУМ АО | АЛИУМ АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
11173,НО-ШПА ДУО ТАБЛ. 40МГ+500МГ №12 | ХИНОИН ЗАВОД ФАРМАЦЕВТИЧЕСКИХ И ХИМИЧЕСКИХ ПРОДУКТОВ ЗАО/ОПЕЛЛА ХЕЛСКЕА ВЕНГРИЯ ЛТД | ХИНОИН ЗАВОД ФАРМАЦЕВТИЧЕСКИХ И ХИМИЧЕСКИХ ПРОДУКТОВ ЗАО/ОПЕЛЛА ХЕЛСКЕА ВЕНГРИЯ ЛТД,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
11272,НООТРОП КАПС. №48 | ВИС ООО | ВИС ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,ok,true,empty
11277,НООКЛЕРИН Р-Р Д/ПРИЕМА ВНУТРЬ 200МГ/МЛ ФЛ. 100МЛ | ЭКОХИМ-ИННОВАЦИИ ООО | ЭКОХИМ-ИННОВАЦИИ ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
11292,"НОЛЬПАЗА ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №28 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
11293,"НОЛЬПАЗА ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №14 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
11667,"НИКОРЕТТЕ СПРЕЙ Д/СЛИЗИСТ. ОБОЛОЧ. ПОЛОСТИ РТА ДОЗИР. ФРУКТОВО-МЯТНЫЙ 1МГ/ДОЗА ФЛ. 13,2МЛ 150ДОЗ №2 | МАКНИЛ АБ | МАКНИЛ АБ",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
12389,"МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,ok_partial,true,empty
12495,МУКОСАТ МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | ЗЕЛЕНАЯ ДУБРАВА ЗАО | ЗЕЛЕНАЯ ДУБРАВА ЗАО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Хондроитина Сульфат Натрия,,none,none,,Хондроитина Сульфат Натрия,ok,false,identity_gate_already_used_enrichment
13125,МИКРОГИНОН ТАБЛ. П/О 150МКГ+30МКГ №21 | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
13533,МЕЛЬДОНИЙ КАПС. 500МГ №60 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Мельдоний,Мельдоний,high,strong,,Мельдоний,ok,false,identity_gate_already_used_enrichment
13616,"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Melissae officinalis herba,,none,none,,Melissae officinalis herba,ok,false,identity_gate_already_used_enrichment
13645,МЕКСИПРИМ ТАБЛ. П/ПЛЕН/ОБ. 125МГ №60 | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
14164,"МАКСИКОЛД ЛОР ТАБС ДВОЙНОЕ ДЕЙСТВИЕ ТАБЛ. Д/РАССАС. 8,75МГ+1МГ №20 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА / ОТИСИФАРМ ПРО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА / ОТИСИФАРМ ПРО",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
14593,ЛОРНОКСЕФ ТАБЛ. П/ПЛЕН/ОБ. 8МГ №10 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
14679,ЛОПЕРАМИД ТАБЛ. 2МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
14719,"ЛОКОИД КРЕЛО ЭМУЛЬСИЯ Д/НАРУЖ. ПРИМ. 0,1% ФЛ. 30Г | ТЕММЛЕР ИТАЛИА С.Р.Л | ТЕММЛЕР ИТАЛИА С.Р.Л",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
14758,"ЛОЗАРТАН Н ТАБЛ. П/ПЛЕН/ОБ. 12,5МГ+100МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
14780,ЛОЗАРТАН-ВЕРТЕКС ТАБЛ. П/ПЛЕН/ОБ. 25МГ №30 | ВЕРТЕКС АО | ВЕРТЕКС АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
15062,ЛИЗИНОПРИЛ-ТЕВА ТАБЛ. 10МГ №30 Р-ФАРМ | Р-ФАРМ НОВОСЕЛКИ ООО | Р-ФАРМ НОВОСЕЛКИ ООО,drug,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,Лизиноприл,Лизиноприл,high,strong,,,,false,strong_input_explicit_accepted
15070,ЛИЗИНОПРИЛ ТАБЛ. 5МГ №30 БИОХИМИК | БИОХИМИК АО | БИОХИМИК АО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Лизиноприл,Лизиноприл,high,strong,,Лизиноприл,ok,false,identity_gate_already_used_enrichment
15076,ЛИЗИНОПРИЛ ТАБЛ. 20МГ №20 ПРАНАФАРМ | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Лизиноприл,Лизиноприл,high,strong,,Лизиноприл,ok,false,identity_gate_already_used_enrichment
15150,ЛИДОКАИН БУФУС Р-Р Д/ИН. 100МГ/МЛ АМП. 2МЛ №10 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,drug,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,Лидокаин,Лидокаин,high,strong,,,,false,strong_input_explicit_accepted
16485,КРУШИНЫ КОРА Ф/П 2Г №20 ФИТО-БОТ | ФИТО-БОТ ФИРМА ООО | ФИТО-БОТ ФИРМА ООО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Крушины ольховидной кора,,none,none,,Крушины ольховидной кора,ok,false,identity_gate_already_used_enrichment
16623,КОФЕИН-БЕНЗОАТ НАТРИЯ ТАБЛ. 100МГ №10 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
17516,КЛАРИТРОМИЦИН-OBL ТАБЛ. П/ПЛЕН/ОБ. 500МГ №7 АЛИУМ | АЛИУМ АО | АЛИУМ АО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Кларитромицин,,none,none,,Кларитромицин,ok,false,identity_gate_already_used_enrichment
17666,КЕТОПРОФЕН-АКОС ГЕЛЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | СИНТЕЗ | СИНТЕЗ,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
17884,КАРДИОЛИП ТАБЛ. П/ПЛЕН/ОБ. 10МГ №90 | АЛСИ ФАРМА ЗАО | АЛСИ ФАРМА ЗАО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
17886,КАРДИОЛИП ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | АЛСИ ФАРМА ЗАО | АЛСИ ФАРМА ЗАО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
18125,КАНДЕСАРТАН ТАБЛ. 16МГ №28 БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Кандесартан,,none,none,,Кандесартан,ok,false,identity_gate_already_used_enrichment
18179,КАЛЬЦИЯ ГЛЮКОНАТ ЭКО ТАБЛ. ПО 500МГ №10 | ЭКОТЕКС ООО | ЭКОТЕКС ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,ok,true,empty
18306,КАЛЕНДУЛЫ НАСТОЙКА ФЛ. 25МЛ ИВАНОВСКАЯ ФФ | ИВАНОВСКАЯ ФФ | ИВАНОВСКАЯ ФФ,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Календулы лекарственной цветков настойка,,none,none,,Календулы лекарственной цветков настойка,ok,false,identity_gate_already_used_enrichment
18377,ЙОД Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. 5% ФЛ. 25МЛ ГИППОКРАТ | ГИППОКРАТ | ГИППОКРАТ,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Йод,,none,none,,Йод,ok,false,identity_gate_already_used_enrichment
18400,ЙОДИНОЛ Р-Р Д/МЕСТН. И НАРУЖ. ПРИМ. ФЛ. ПОЛИМЕР. 100МЛ САМАРАМЕДПРОМ | САМАРАМЕДПРОМ ОАО | САМАРАМЕДПРОМ ОАО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
18418,ЙОВИДОКС МАЗЬ Д/НАРУЖ. ПРИМ. 10% ТУБА 20Г | Тульская фармацевтическая фабрика ООО | Тульская фармацевтическая фабрика ООО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Повидон-йод,,none,none,,Повидон-йод,ok,false,identity_gate_already_used_enrichment
18473,ИТОПРИД ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 50МГ №40 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Итоприд,,none,none,,Итоприд,ok,false,identity_gate_already_used_enrichment
18830,ИЗЖОГАНЕТ АНТАЦИДНЫЙ КОМПЛЕКС СО ВКУСОМ МЯТЫ ТАБЛ. 600МГ №40 | ГРИН САЙД ООО | ГРИН САЙД ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,ok,true,empty
18925,ИБУПРОФЕН ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 400МГ №30 УРАЛБИОФАРМ | УРАЛБИОФАРМ ОАО | УРАЛБИОФАРМ ОАО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Ибупрофен,Ибупрофен,high,strong,,Ибупрофен,ok,false,identity_gate_already_used_enrichment
19198,ЗВЕРОБОЯ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,ok_partial,true,empty
19368,ДЮФАЛАК СИРОП 667МГ/МЛ ПАК. 15МЛ №10 | ЭББОТ БИОЛОДЖИКАЛЗ Б.В./ВЕРОФАРМ АО | ЭББОТ БИОЛОДЖИКАЛЗ Б.В./ВЕРОФАРМ АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
19370,ДЮСПАТАЛИН ТАБЛ. П/О 135МГ №15 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
19875,ДОЛГИТБЛОК ГЕЛЬ Д/НАРУЖ. ПРИМ. 5%+3% ТУБА 20Г | ДОЛОРГИТ ГМБХ И КО.КГ | ДОЛОРГИТ ГМБХ И КО.КГ,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
20027,ДОКСАЗОЗИН ТАБЛ. 2МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Доксазозин,,none,none,,Доксазозин,ok,false,identity_gate_already_used_enrichment
20122,ДИОСМИН ТАБЛ. П/ПЛЕН/ОБ. 600МГ №60 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,Диосмин,Диосмин,high,strong,,,,false,strong_input_explicit_accepted
20151,ДИОВЕНГЕС ТАБЛ. П/ПЛЕН/ОБ. 100МГ+900МГ №30 | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
20290,ДИКЛОФЕНАК-АКОС Р-Р ДЛЯ В/М ВВЕД. 25МГ/МЛ АМП. 3МЛ №5 | СИНТЕЗ | СИНТЕЗ,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
20291,"ДИКЛОФЕНАК-АКОС КАПЛИ ГЛАЗН. 0,1% ФЛ. 5МЛ | СИНТЕЗ | СИНТЕЗ",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
20364,"ДИБАЗОЛ ТАБЛ. 0,02Г №10 МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
20437,ДЖОЗАФЕН ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
20469,ДЕТРАЛЕКС ТАБЛ. П/ПЛЕН/ОБ. 1000МГ №60 | СЕРВЬЕ РУС ООО | СЕРВЬЕ РУС ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
20518,ДЕПАКИН ХРОНОСФЕРА ГРАН. ПРОЛОНГ. 100МГ ПАК. №30 | САНОФИ ВИНТРОП ИНДУСТРИЯ | САНОФИ ВИНТРОП ИНДУСТРИЯ,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
20606,ДЕКСАМЕТАЗОН Р-Р Д/ИН. 4МГ/МЛ АМП. 1МЛ №10 ЭСКОМ | ЭСКОМ НПК | ЭСКОМ НПК,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Дексаметазон,Дексаметазон,high,strong,,Дексаметазон,ok,false,identity_gate_already_used_enrichment
20614,"ДЕКСАМЕТАЗОН-КРКА ТАБЛ. 4МГ №20 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",drug,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,Дексаметазон,Дексаметазон,high,strong,,,,false,strong_input_explicit_accepted
20628,ДЕКСА-ГЕНТАМИЦИН КАПЛИ ГЛАЗН. ФЛ-КАП. 5МЛ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
20726,ДАБИКСОМ КАПС. 150МГ №60 | КРКА-РУС ООО | КРКА-РУС ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
20781,ГРОПРИНОСИН ТАБЛ. 500МГ №30 | ГЕДЕОН РИХТЕР ПОЛЬША ООО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ПОЛЬША ООО/ГЕДЕОН РИХТЕР-РУС АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
20890,ГОПАНТОМИД ТАБЛ. 250МГ №50 | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
20982,"ГЛЮКОВАНС ТАБЛ. П/ПЛЕН/ОБ. 2,5МГ+500МГ №30 | МЕРК САНТЭ С.А.С. | МЕРК САНТЭ С.А.С.",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
21010,ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,Глицин,Глицин,high,strong,,,,false,strong_input_explicit_accepted
21018,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Глицин,Глицин,high,strong,,Глицин,ok,false,identity_gate_already_used_enrichment
21019,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Глицин,Глицин,high,strong,,Глицин,ok,false,identity_gate_already_used_enrichment
21137,ГЛИБЕНКЛАМИД ТАБЛ. 5МГ №120 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Глибенкламид,,none,none,,Глибенкламид,ok,false,identity_gate_already_used_enrichment
21387,ГЕПАВИЗИМ ФОСФОЛИПИДЫ+L-ОРИНИТИН+КУРКУМИН КАПС. ПО 495МГ №30 | ВТФ ООО | ВТФ ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,ok,true,empty
22406,ВИЛДАГЛИПТИН-ВЕРТЕКС ТАБЛ. 50МГ №56 | ВЕРТЕКС АО | ВЕРТЕКС АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
22468,"ВИДОРА МИКРО ТАБЛ. П/ПЛЕН/ОБ. 3МГ+0,02МГ №21+7 | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А. | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
22548,ВЕЧЕРНЕЕ ВАЛЕРИАНА+МЯТА+МЕЛИССА ДРАЖЕ №50 ПАРАФАРМ | ПАРАФАРМ ООО | ПАРАФАРМ ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,ok,true,empty
23214,БРОМГЕКСИН ТАБЛ. 8МГ №20 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
23633,БИСОПРОЛОЛ-АЛСИ ТАБЛ. 5МГ №60 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
23641,БИСОПРОЛОЛ-АКОС ТАБЛ. П/ПЛЕН/ОБ. 5МГ №30 | БИОКОМ ЗАО | БИОКОМ ЗАО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
23643,БИСОПРОЛОЛ-АКОС ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | БИОКОМ ЗАО | БИОКОМ ЗАО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
23695,БИОРИТМ АНТИСТРЕСС 24 ДЕНЬ/НОЧЬ ТАБЛ. П/О №32 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,ok,true,empty
24080,БЕТАГИСТИН ТАБЛ. 8МГ №30 ОЗОН | ОЗОН ООО/ОЗОН ФАРМ ООО | ОЗОН ООО/ОЗОН ФАРМ ООО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Бетагистин,,none,none,,Бетагистин,ok,false,identity_gate_already_used_enrichment
24095,БЕТАГИСТИН ТАБЛ. 16МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Бетагистин,,none,none,,Бетагистин,ok,false,identity_gate_already_used_enrichment
24098,БЕТАГИСТИН СОЛОФАРМ ТАБЛ. 16МГ №30 | ГРОТЕКС ООО | ГРОТЕКС ООО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Бетагистин,,none,none,,Бетагистин,ok,false,identity_gate_already_used_enrichment
24255,"БЕЛОДЕРМ КРЕМ Д/НАРУЖ. ПРИМ. 0,05% ТУБА 30Г | БЕЛУПО | БЕЛУПО",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
24335,БЕКЛОМЕТАЗОН АЭРОЗ. Д/ИНГ. ДОЗИР. 250МКГ/ДОЗА 200ДОЗ | БИННОФАРМ АО | БИННОФАРМ АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
24682,АЦИКЛОВИР ТАБЛ. 200МГ №20 АВЕКСИМА | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Ацикловир,Ацикловир,high,strong,,Ацикловир,ok,false,identity_gate_already_used_enrichment
24750,АЦЕТИЛСАЛИЦИЛОВАЯ КИСЛОТА ПЛЮС РЕНЕВАЛ ТАБЛ. 500МГ+25МГ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,"Ацетилсалициловая кислота, Аскорбиновая кислота",,none,none,,"Ацетилсалициловая кислота, Аскорбиновая кислота",ok,false,identity_gate_already_used_enrichment
24896,АТОРВАСТАТИН-ФП ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Аторвастатин,Аторвастатин,high,strong,,Аторвастатин,ok,false,identity_gate_already_used_enrichment
24901,АТОРВАСТАТИН-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 АЛКАЛОИД | АЛКАЛОИД АД Скопье | АЛКАЛОИД АД Скопье,drug,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,Аторвастатин,Аторвастатин,high,strong,,,,false,strong_input_explicit_accepted
24945,АТОРВАСТАТИН-СЗ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | СЕВЕРНАЯ ЗВЕЗДА НАО | СЕВЕРНАЯ ЗВЕЗДА НАО,drug,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,Аторвастатин,Аторвастатин,high,strong,,,,false,strong_input_explicit_accepted
24957,АТОРВАСТАТИН МЕДИСОРБ ТАБЛ. П/ПЛЕН/ОБ. 40МГ №30 | МЕДИСОРБ АО | МЕДИСОРБ АО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Аторвастатин,Аторвастатин,high,strong,,Аторвастатин,ok,false,identity_gate_already_used_enrichment
25424,АРТОГИСТАН Р-Р ДЛЯ В/М ВВЕД. 100МГ/МЛ АМП. 2МЛ №10 | ГРОТЕКС ООО | ГРОТЕКС ООО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
25599,АПИЛАК ТАБЛ. П/ЯЗЫЧН. 10МГ №30 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,drug,reuse_existing_enrichment,resolved_enrichment,enrichment,Маточное Молочко,,none,none,,Маточное Молочко,ok,false,identity_gate_already_used_enrichment
25707,АНГИОРУС ТАБЛ. П/ПЛЕН/ОБ. 100МГ+900МГ №30 АЛИУМ | АЛИУМ АО | АЛИУМ АО,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,empty
25865,"АМПРИЛАН ТАБЛ. 5МГ №30 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
25982,АМЛОДИПИН ТАБЛ. 10МГ №30 РОЗЛЕКС | РОЗЛЕКС ФАРМ ООО | РОЗЛЕКС ФАРМ ООО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Амлодипин,Амлодипин,high,strong,,Амлодипин,ok,false,identity_gate_already_used_enrichment
26001,АМЛОДИПИН-ПРАНА ТАБЛ. 10МГ №60 | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,drug,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,Амлодипин,Амлодипин,high,strong,,,,false,strong_input_explicit_accepted
26038,АМЛОДИПИН-АЛСИ ТАБЛ. 10МГ №90 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,drug,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,Амлодипин,Амлодипин,high,strong,,,,false,strong_input_explicit_accepted
26068,АМИНАЛОН ТАБЛ. П/О 250МГ №50 БОРИСОВСКИЙ ЗМП | БОРИСОВСКИЙ ЗАВОД МЕДИЦИНСКИХ ПРЕПАРАТОВ | БОРИСОВСКИЙ ЗАВОД МЕДИЦИНСКИХ ПРЕПАРАТОВ,drug,new_enrichment,unresolved_catalog,unresolved,,,none,none,,,,true,single_source
26113,АМБРОКСОЛ ТАБЛ. 30МГ №20 КАНОНФАРМА | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,drug,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,Амброксол,Амброксол,high,strong,,Амброксол,ok,false,identity_gate_already_used_enrichment
