product_id,normalized_text,final_candidate_mnn,pass_action,identity_gate_status,current_age,current_age_method,sem_age,previous_enrichment_age,identity_enrichment_age,age_replay_value,age_replay_decision,age_replay_reason,pilot_stratum,label_age_pilot,label_age_pilot_notes,manual_age_min_years,manual_age_min_years_source,manual_age_population_scope,manual_age_segment_reconciled,manual_age_segment_decision,manual_age_reconciliation_status,manual_age_reconciliation_reason,manual_age_threshold_confidence,manual_age_needs_threshold_review,label_age_min_years_manual,label_age_population_scope_manual,label_age_segment_manual,label_age_threshold_notes,reviewed_age_min_years,reviewed_age_min_years_source,reviewed_age_population_scope,reviewed_age_segment,reviewed_age_decision,reviewed_age_reconciliation_status,reviewed_age_reconciliation_reason,reviewed_age_threshold_confidence,reviewed_age_needs_manual_reconciliation,reviewed_age_source
11272,НООТРОП КАПС. №48 | ВИС ООО | ВИС ООО,,new_enrichment,unresolved_catalog,not_applicable,not_applicable,взрослые,универсальный,универсальный,unknown,insufficient_existing_evidence,historical not_applicable without approved M2 non-drug gate; do not infer non-drug or conflict from historical field alone,special_identity_product,should_be_adults,Взрослый с 12 лет,12,explicit_reviewer_note,children_and_adults,универсальный,adolescent_plus_adult,resolved_from_explicit_threshold,"Explicit min age 12 in reviewer note. 12+ with adult use is универсальный, not взрослые. Exact lower limit is carried by manual_age_min_years.",high,false,,,,,12,m4_2_explicit_reviewer_note,children_and_adults,универсальный,reviewed_child_or_adolescent_plus_adult,preserved_m4_2_deterministic,"No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 12 in reviewer note. 12+ with adult use is универсальный, not взрослые. Exact lower limit is carried by manual_age_min_years.",high,false,m4_2_deterministic
15150,ЛИДОКАИН БУФУС Р-Р Д/ИН. 100МГ/МЛ АМП. 2МЛ №10 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Лидокаин,skip_strong_input_mnn,resolved_input_explicit,unknown,not_resolved,,,,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome.,unknown_or_insufficient,should_be_adults,Взрослый с 18 лет,18,explicit_reviewer_note,adults_only,взрослые,adult_only_confirmed,resolved_from_explicit_threshold,Explicit min age 18 in reviewer note. Adult-only segment.,high,false,,,,,18,m4_2_explicit_reviewer_note,adults_only,взрослые,reviewed_adult_only,preserved_m4_2_deterministic,No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 18 in reviewer note. Adult-only segment.,high,false,m4_2_deterministic
16485,КРУШИНЫ КОРА Ф/П 2Г №20 ФИТО-БОТ | ФИТО-БОТ ФИРМА ООО | ФИТО-БОТ ФИРМА ООО,Крушины ольховидной кора,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,взрослые,универсальный,,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict_requires_evidence,should_be_adults,Взрослый с 12 лет,12,explicit_reviewer_note,children_and_adults,универсальный,adolescent_plus_adult,resolved_from_explicit_threshold,"Explicit min age 12 in reviewer note. 12+ with adult use is универсальный, not взрослые. Exact lower limit is carried by manual_age_min_years.",high,false,,,,,12,m4_2_explicit_reviewer_note,children_and_adults,универсальный,reviewed_child_or_adolescent_plus_adult,preserved_m4_2_deterministic,"No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 12 in reviewer note. 12+ with adult use is универсальный, not взрослые. Exact lower limit is carried by manual_age_min_years.",high,false,m4_2_deterministic
16623,КОФЕИН-БЕНЗОАТ НАТРИЯ ТАБЛ. 100МГ №10 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин,new_enrichment,unresolved_catalog,универсальный,identity_enrichment,взрослые,,универсальный,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict_requires_evidence,should_be_adults,Взрослый с 12 лет,12,explicit_reviewer_note,children_and_adults,универсальный,adolescent_plus_adult,resolved_from_explicit_threshold,"Explicit min age 12 in reviewer note. 12+ with adult use is универсальный, not взрослые. Exact lower limit is carried by manual_age_min_years.",high,false,,,,,12,m4_2_explicit_reviewer_note,children_and_adults,универсальный,reviewed_child_or_adolescent_plus_adult,preserved_m4_2_deterministic,"No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 12 in reviewer note. 12+ with adult use is универсальный, not взрослые. Exact lower limit is carried by manual_age_min_years.",high,false,m4_2_deterministic
18125,КАНДЕСАРТАН ТАБЛ. 16МГ №28 БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ | БЕРЕЗОВСКИЙ ФЗ,Кандесартан,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,взрослые,универсальный,,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict_requires_evidence,should_be_adults,Взрослый с 18 лет,18,explicit_reviewer_note,adults_only,взрослые,adult_only_confirmed,resolved_from_explicit_threshold,Explicit min age 18 in reviewer note. Adult-only segment.,high,false,,,,,18,m4_2_explicit_reviewer_note,adults_only,взрослые,reviewed_adult_only,preserved_m4_2_deterministic,No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 18 in reviewer note. Adult-only segment.,high,false,m4_2_deterministic
19198,ЗВЕРОБОЯ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,,new_enrichment,unresolved_catalog,unknown,not_resolved,,универсальный,универсальный,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome.,unknown_or_insufficient,should_be_adults,Взрослый с 12 лет,12,explicit_reviewer_note,children_and_adults,универсальный,adolescent_plus_adult,resolved_from_explicit_threshold,"Explicit min age 12 in reviewer note. 12+ with adult use is универсальный, not взрослые. Exact lower limit is carried by manual_age_min_years.",high,false,,,,,12,m4_2_explicit_reviewer_note,children_and_adults,универсальный,reviewed_child_or_adolescent_plus_adult,preserved_m4_2_deterministic,"No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 12 in reviewer note. 12+ with adult use is универсальный, not взрослые. Exact lower limit is carried by manual_age_min_years.",high,false,m4_2_deterministic
20122,ДИОСМИН ТАБЛ. П/ПЛЕН/ОБ. 600МГ №60 ОЗОН | ОЗОН ООО | ОЗОН ООО,Диосмин,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,взрослые,,,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",special_identity_product,should_be_adults,Взрослый с 18 лет,18,explicit_reviewer_note,adults_only,взрослые,adult_only_confirmed,resolved_from_explicit_threshold,Explicit min age 18 in reviewer note. Adult-only segment.,high,false,,,,,18,m4_2_explicit_reviewer_note,adults_only,взрослые,reviewed_adult_only,preserved_m4_2_deterministic,No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 18 in reviewer note. Adult-only segment.,high,false,m4_2_deterministic
20614,"ДЕКСАМЕТАЗОН-КРКА ТАБЛ. 4МГ №20 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Дексаметазон,skip_strong_input_mnn,resolved_input_explicit,unknown,not_resolved,,,,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome.,special_identity_product,should_be_universal,Подтверждено применение у детей и взрослых,unknown,label_only_no_threshold,children_and_adults,универсальный,provisional_from_label_only,provisional_from_label_only,Reviewer segment direction универсальный accepted from label. No numeric minimum invented.,medium,true,0,children_and_adults,универсальный,Применение у детей с рождения и у взрослых.,0,manual_followup,children_and_adults,универсальный,reviewed_child_or_adolescent_plus_adult,resolved_from_explicit_threshold,Manual min=0 with children_and_adults → универсальный. 12/14/15/16 + child+adult scope is not взрослые. Threshold is kept as labelled; not remapped to another year.,high,false,manual_followup
21010,ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,skip_strong_input_mnn,resolved_input_explicit,unknown,not_resolved,,,,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome.,unknown_or_insufficient,should_be_universal,Подтверждено применение у детей с 3 лет,3,explicit_reviewer_note,children_and_adults,универсальный,children_plus_adult,resolved_from_explicit_threshold,Explicit min age 3 in reviewer note. Child threshold with adult use not excluded → универсальный.,high,false,,,,,3,m4_2_explicit_reviewer_note,children_and_adults,универсальный,reviewed_child_or_adolescent_plus_adult,preserved_m4_2_deterministic,No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 3 in reviewer note. Child threshold with adult use not excluded → универсальный.,high,false,m4_2_deterministic
21019,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,reuse_existing_enrichment,resolved_enrichment,универсальный,previous_enrichment,универсальный,универсальный,,unknown,downgrade_unsupported_to_unknown,"current=универсальный via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",downgrade_unsupported_to_unknown,should_be_universal,Подтверждено применение у детей с 3 лет,3,explicit_reviewer_note,children_and_adults,универсальный,children_plus_adult,resolved_from_explicit_threshold,Explicit min age 3 in reviewer note. Child threshold with adult use not excluded → универсальный.,high,false,,,,,3,m4_2_explicit_reviewer_note,children_and_adults,универсальный,reviewed_child_or_adolescent_plus_adult,preserved_m4_2_deterministic,No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 3 in reviewer note. Child threshold with adult use not excluded → универсальный.,high,false,m4_2_deterministic
24095,БЕТАГИСТИН ТАБЛ. 16МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Бетагистин,reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,взрослые,взрослые,,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",downgrade_unsupported_to_unknown,should_be_adults,Взрослый с 18 лет,18,explicit_reviewer_note,adults_only,взрослые,adult_only_confirmed,resolved_from_explicit_threshold,Explicit min age 18 in reviewer note. Adult-only segment.,high,false,,,,,18,m4_2_explicit_reviewer_note,adults_only,взрослые,reviewed_adult_only,preserved_m4_2_deterministic,No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 18 in reviewer note. Adult-only segment.,high,false,m4_2_deterministic
24255,"БЕЛОДЕРМ КРЕМ Д/НАРУЖ. ПРИМ. 0,05% ТУБА 30Г | БЕЛУПО | БЕЛУПО",Бетаметазон,new_enrichment,unresolved_catalog,универсальный,identity_enrichment,взрослые,,универсальный,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. Neither value is historical not_applicable. No source winner. Display=conflict.,conflict_requires_evidence,should_be_universal,Подтверждено применение у детей и взрослых,unknown,label_only_no_threshold,children_and_adults,универсальный,provisional_from_label_only,provisional_from_label_only,Reviewer segment direction универсальный accepted from label. No numeric minimum invented.,medium,true,0,children_and_adults,универсальный,Применение у детей с 6 месяцев и у взрослых.,0,manual_followup,children_and_adults,универсальный,reviewed_child_or_adolescent_plus_adult,resolved_from_explicit_threshold,"Manual min=0 with children_and_adults → универсальный. 12/14/15/16 + child+adult scope is not взрослые. Threshold is kept as labelled; not remapped to another year. Notes mention months; min years is the reviewer label 0, not an invented conversion.",high,false,manual_followup
24750,АЦЕТИЛСАЛИЦИЛОВАЯ КИСЛОТА ПЛЮС РЕНЕВАЛ ТАБЛ. 500МГ+25МГ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,"Ацетилсалициловая кислота, Аскорбиновая кислота",reuse_existing_enrichment,resolved_enrichment,взрослые,previous_enrichment,взрослые,взрослые,,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",downgrade_unsupported_to_unknown,should_be_adults,Взрослый с 15 лет,15,explicit_reviewer_note,children_and_adults,универсальный,adolescent_plus_adult,resolved_from_explicit_threshold,"Explicit min age 15 in reviewer note. 15+ with adult use is универсальный, not взрослые. Exact lower limit is carried by manual_age_min_years.",high,false,,,,,15,m4_2_explicit_reviewer_note,children_and_adults,универсальный,reviewed_child_or_adolescent_plus_adult,preserved_m4_2_deterministic,"No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 15 in reviewer note. 15+ with adult use is универсальный, not взрослые. Exact lower limit is carried by manual_age_min_years.",high,false,m4_2_deterministic
26115,АМБРОКСОЛ ТАБЛ. 30МГ №20 ВЕРТЕКС | ВЕРТЕКС АО | ВЕРТЕКС АО,Амброксол,skip_strong_input_mnn,resolved_input_explicit,взрослые,sem_baseline,взрослые,,,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). Downgrade display to unknown. Hint is not used as truth.",special_identity_product,should_be_universal,Подтверждено применение у детей с 6 лет,6,explicit_reviewer_note,children_and_adults,универсальный,children_plus_adult,resolved_from_explicit_threshold,Explicit min age 6 in reviewer note. Child threshold with adult use not excluded → универсальный.,high,false,,,,,6,m4_2_explicit_reviewer_note,children_and_adults,универсальный,reviewed_child_or_adolescent_plus_adult,preserved_m4_2_deterministic,No follow-up requirement. Preserved M4.2 deterministic reconciliation. Explicit min age 6 in reviewer note. Child threshold with adult use not excluded → универсальный.,high,false,m4_2_deterministic
