product_id,normalized_text,final_candidate_mnn,pass_action,identity_gate_status,final_mnn_method,needs_human_review,needs_human_review_any,review_priority,final_age,final_age_method,final_age_stage,final_age_source,final_age_confidence,final_age_reason,sem_age,catalog_age,previous_enrichment_age,identity_enrichment_age,age_candidates_json,label_age,label_notes,m2_non_drug_gate,m2_final_proposed_product_kind,m2_final_override_status,manual_expected_age_hint,manual_expected_age_hint_strength,age_replay_current_value,age_replay_current_method,age_replay_current_stage,age_replay_current_source,age_replay_current_confidence,age_replay_value,age_replay_decision,age_replay_reason,age_replay_evidence_status,age_replay_identity_status,age_replay_conflict_status,age_replay_requires_review,age_replay_queue_action,age_replay_source,age_replay_policy_version
1765,ЦИПРОТЕРОН-ТЕВА ТАБЛ. 50МГ №50 | ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О. | ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,Ципротерон,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - взрослый,not_m2,,,взрослые,explicit_label_note,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,C,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
2023,ЦЕЛЕКОКСИБ-ТЕВА КАПС. 200МГ №30 | УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД | УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,Целекоксиб,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - взрослый,not_m2,,,взрослые,explicit_label_note,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,D,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
2348,ХИЛАК ФОРТЕ КАПЛИ Д/ПРИЕМА ВНУТРЬ ВИШНЯ ФЛ. 100МЛ | МЕРКЛЕ ГМБХ | МЕРКЛЕ ГМБХ,Метаболиты бактерий,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present",,,универсальный,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",correct,,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_explicit, identity=B, evidence_grade=B). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_explicit,B,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
2621,ФУРАЦИЛИН ТАБЛ. Д/Р-РА Д/МЕСТН. И НАРУЖ. ПРИМ. 20МГ №20 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,Нитрофурал,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",взрослые,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,препарат OTC,not_m2,,,,not_available,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. No source winner. Display=conflict; current value not accepted.,conflict,unknown,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
3027,ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Флуоксетин,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - взрослый,not_m2,,,взрослые,explicit_label_note,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,C,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
3065,ФЛУКОНАЗОЛ-OBL КАПС. 150МГ №4 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,Флуконазол,skip_catalog,resolved_catalog,catalog_consensus,FALSE,TRUE,high,unknown,not_resolved,none,none,unknown,no accepted pipeline source contains Age; display value unknown,,,,,[],incorrect,"препарат otc, возрастной сегмент - универсальный",not_m2,,,универсальный,explicit_label_note,unknown,not_resolved,none,none,unknown,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome; not upgraded from labels or medical inference.,no_saved_evidence,unknown,unknown,true,require_product_specific_evidence,mnn_age_policy_replay_v1,age_contract_v1
3556,"ФИЗИОТЕНЗ ТАБЛ. П/ПЛЕН/ОБ. 0,4МГ №28 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО",Моксонидин,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",взрослые,,,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
3759,ФАСПИК ГРАН. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АБРИКОС 400МГ ПАК. 3Г №12 | ЗАМБОН СВИТЦЕЛАНД ЛТД. | ЗАМБОН СВИТЦЕЛАНД ЛТД.,Ибупрофен,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present",,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}]",correct,,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
3763,ФАРМГРУПП НАСТОЙКА 5 ТРАВ УСПОКОИТЕЛЬНАЯ ФЛ. 250МЛ | ФАРМГРУПП ООО | ФАРМГРУПП ООО,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,взрослые,,взрослые,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,BAS,approved,bas,applied,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,not_applicable,m2_not_applicable_candidate,approved M2 BAS/Other non-drug; Age not needed for drug routing; kind=bas; override_status=applied. Proposal-only; current Age and product_kind unchanged.,not_applicable,not_applicable,not_applicable,false,not_applicable_no_drug_age_review,m2_reviewed_policy_v1,age_contract_v1
3781,ФАРИНГОСЕПТ ТАБЛ. Д/РАССАС. МЕД-ЛИМОН 10МГ №20 | C.К. ТЕРАПИЯ С.А. | C.К. ТЕРАПИЯ С.А.,Амбазон,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,C,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
4133,УЛЬЦЕРНИЛ ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №28 | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,Рабепразол,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - взрослый,not_m2,,,взрослые,explicit_label_note,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,B,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
4403,ТРИМЕТАЗИДИН-АКОС МВ 35МГ ТАБЛ. МОДИФ. ВЫСВ. П/О №60 | БИОКОМ ЗАО | БИОКОМ ЗАО,Триметазидин,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",взрослые,,,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
4481,ТРАНЕКСАМОВАЯ КИСЛОТА ТАБЛ. П/ПЛЕН/ОБ. 250МГ №30 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,Транексамовая кислота,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,C,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
4487,ТРАНЕКСАМОВАЯ КИСЛОТА Р-Р ДЛЯ В/В ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,Транексамовая кислота,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present",,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}]",correct,,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
4593,ТОРАСЕМИД ТАБЛ. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Торасемид,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
4684,ТОЛПЕРИЗОН ТАБЛ. П/ПЛЕН/ОБ. 150МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Толперизон,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
4922,ТЕРМИКОН СПРЕЙ Д/НАРУЖ. ПРИМ. 1% ФЛ. 30Г | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Тербинафин,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present",,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}]",correct,препарат OTC,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
4924,ТЕРМИКОН КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 15Г | ЛЕККО ЗАО | ЛЕККО ЗАО,Тербинафин,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present",,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}]",incorrect,"препарат otc, возрастной сегмент - взрослый",not_m2,,,взрослые,explicit_label_note,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
5010,ТЕРАФЛЕКС КАПС. 500МГ+400МГ №200 МАКИЗ-ФАРМА | МАКИЗ-ФАРМА | МАКИЗ-ФАРМА,"ГЛЮКОЗАМИН, Хондроитина сульфат натрия",new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",взрослые,,,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
5258,"ТАМСУЛОЗИН КАНОН КАПС. КИШ/РАСТ. ПРОЛОНГ. ВЫСВ. 0,4МГ №30 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО",Тамсулозин,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",взрослые,,,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
5267,ТАМОКСИФЕН ТАБЛ. 20МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Тамоксифен,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",взрослые,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
5270,ТАМИФЛЮ КАПС. 75МГ №10 | ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С. | ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,Осельтамивир,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,C,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
