product_id,run_id,normalized_text,medical_device_profile,product_family,product_kind,semantic_confidence,semantic_explanation,semantic_validation_passed,semantic_reject_reason,decision_status,next_action,selected_category_id,stage,log_status,attr_mnn,label_mnn,attr_brand,label_brand,attr_rx_otc,label_rx_otc,attr_nosology,label_nosology,attr_administration_route,label_administration_route,attr_dosage_form,label_dosage_form,attr_dosage,label_dosage,attr_age_segment,label_age_segment,attr_package_hint,label_package_hint,attr_combination_hint,label_combination_hint
11685,321,НИЗОCARE ТОНИК УСПОК. С ЭКСТРАКТАМИ МАГНОЛИИ И ОПУНЦИИ ПРИ ПРОБЛЕМАХ С ПЕРХОТЬЮ ФЛ. 100МЛ | ШТАДА АРЦНАЙМИТТЕЛЬ АГ | ШТАДА АРЦНАЙМИТТЕЛЬ АГ,,Гигиена и косметика,cosmetic_hygiene,0.85,"Товар относится к категории косметика и гигиена (cosmetic_hygiene). В соответствии с профилем атрибутов, заполнены только бренд (НИЗОCARE) и подсказка по упаковке (флакон 100 мл); остальные фармацевтические атрибуты не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,НИЗОCARE,,,,,,,,,,,,,,флакон 100 мл,,,
11709,321,"НЕФРОБЕСТ-Н КАПС. 0,42Г №60 | ФАРМАКОР ПРОДАКШН ООО | ФАРМАКОР ПРОДАКШН ООО",,Нутрицевтики,vitamin_or_baa,0.7,"Товар является биологически активной добавкой (нутрицевтик) в форме капсул для перорального применения. Поля rx_otc не применимо для БАД, а mnn и combination_hint не указаны, так как продукт многокомпонентный.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Нефробест-Н,,,,нутрицевтики,,перорально,,капсулы,,0.42 г,,,,60 капсул,,,
12032,321,НАУ ФУДС ДЕЙЛИ ВИТС ТАБЛ. П/О №100 | NOW INTERNATIONAL | NOW INTERNATIONAL,,мультивитамины,vitamin_or_baa,0.85,"Товар — витамин/БАД (мультивитамины). Атрибуты заполнены на основе названия и типа продукта: mnn 'Комплекс', nosology 'Мультивитамины', форма выпуска 'таблетки покрытые оболочкой', путь введения 'перорально', пачка '100 таблеток'. Дозировка и возраст не указаны, rx_otc не применим.",True,,pending_fallback,direction_select,,semantic_primary,success,Комплекс,,NOW Foods,,,,Мультивитамины,,перорально,,таблетки покрытые оболочкой,,,,,,100 таблеток,,мультивитаминный комплекс,
12735,321,"МОКСОНИДИН-АЛИУМ ТАБЛ. П/ПЛЕН/ОБ. 0,2МГ №14 | АЛИУМ АО | АЛИУМ АО",,Сердце и сосуды,drug,0.95,"Препарат относится к лекарственным средствам (drug). На основании названия определены: МНН - Моксонидин, бренд - АЛИУМ, рецептурный отпуск, нозология - артериальная гипертензия, путь введения - внутрь, лекарственная форма - таблетки покрытые пленочной оболочкой, дозировка 0,2 мг, возрастной сегмент - взрослые, упаковка №14. Комбинационный признак отсутствует.",True,,pending_fallback,direction_select,,semantic_primary,success,Моксонидин,,АЛИУМ,,rx,,Артериальная гипертензия,,внутрь,,"таблетки, покрытые пленочной оболочкой",,"0,2 мг",,взрослые,,№14,,,
12737,321,"МОКСОНИДИН-АКРИХИН ТАБЛ. П/ПЛЕН/ОБ. 0,4МГ №10 | АКРИХИН ХФК АО | АКРИХИН ХФК АО",,Сердце и сосуды,drug,0.95,"Товар является лекарственным препаратом (Моксонидин-Акрихин) в форме таблеток, покрытых пленочной оболочкой, дозировкой 0,4 мг, упаковка 10 штук. Препарат отпускается по рецепту, применяется внутрь для лечения артериальной гипертензии у взрослых.",True,,pending_fallback,direction_select,,semantic_primary,success,Моксонидин,,Моксонидин-Акрихин,,rx,,Артериальная гипертензия,,внутрь,,таблетки покрытые пленочной оболочкой,,0.4 мг,,взрослые,,10,,монопрепарат,
12919,321,МИРРОЛЛА МАСЛО ЭФИРНОЕ ЛИМОНА ФЛ. 10МЛ | МИРРОЛЛА ООО | МИРРОЛЛА ООО,,,cosmetic_hygiene,0.9,"Товар относится к категории косметика и гигиена (эфирное масло), поэтому атрибуты лекарственных средств (МНН, рецептурность, нозология, путь введения, лекарственная форма, дозировка, комбинация) не применимы. Бренд определён как 'Мирролла', упаковка 'флакон 10 мл'. Возрастная группа не указана.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Мирролла,,,,,,,,,,,,,,флакон 10 мл,,,
13321,321,МЕТОРТРИТ Р-Р Д/ИН. 10МГ/МЛ ШПРИЦ 1МЛ №1 | РОМФАРМ КОМПАНИ С.Р.Л. | РОМФАРМ КОМПАНИ С.Р.Л.,clinical_like,Приборы и средства для инъекций,medical_device,0.9,"Товар относится к медицинским изделиям (клинический тип). В соответствии с профилем, MNN, Rx/OTC, нозология и комбинация не применимы. Извлечены бренд, путь введения, лекарственная форма, дозировка и упаковка на основе названия.",True,,pending_fallback,direction_select,,semantic_primary,success,,,МЕТОРТРИТ,,,,,,инъекционный,,раствор для инъекций,,10 мг/мл,,,,шприц 1 мл №1,,,
13453,322,МЕРИФАТИН МВ ТАБЛ. С ПРОЛОНГ. ВЫСВ. 500МГ №60 | ФАРМАСИНТЕЗ-ТЮМЕНЬ ООО | ФАРМАСИНТЕЗ-ТЮМЕНЬ ООО,,Гормоны,drug,0.8,"Товар является лекарственным средством (drug). На основе названия и формы выпуска определены бренд, дозировка, форма и путь введения. МНН и нозология не указаны, поэтому оставлены пустыми. Рецептурность предположена как 'rx' на основе типа препарата (гормональные средства в семействе 'Гормоны').",True,,pending_fallback,direction_select,,semantic_primary,success,,,Мерифатин МВ,,rx,,,,пероральный,,таблетки с пролонгированным высвобождением,,500 мг,,,,60 таблеток,,,
13653,322,МЕКСИКОР Р-Р ДЛЯ В/В В/М ВВЕД. 50МГ/МЛ АМП. 2МЛ №10 ФЕРМЕНТ | ФЕРМЕНТ ФИРМА ООО | ФЕРМЕНТ ФИРМА ООО,,Нервная система,drug,0.8,"Препарат Мексикор является лекарственным средством (drug). Активное вещество - этилметилгидроксипиридина сукцинат (МНН). Форма выпуска - раствор для инъекций 50 мг/мл, ампулы 2 мл №10, вводится внутривенно и внутримышечно. Препарат отпускается по рецепту, относится к неврологии.",True,,pending_fallback,direction_select,,semantic_primary,success,Этилметилгидроксипиридина сукцинат,,Мексикор,,rx,,Неврология,,Парентерально,,Раствор для инъекций,,50 мг/мл,,,,10 ампул по 2 мл,,,
13934,322,МАСЛО ROYAL ПИЩЕВОЕ НЕРАФИНИРОВАННОЕ ИЗ СЕМЯН ЧЕРНОГО ТМИНА 125МЛ | AL MALAKY FOODSTUFF PACKING L.L.C. | AL MALAKY FOODSTUFF PACKING L.L.C.,,,other,0.9,"Товар относится к категории 'other' (пищевое масло). По профилю атрибутов не применимы MNN, рецептурность, нозология, путь введения, лекарственная форма, дозировка и комбинация. Извлечены бренд (ROYAL) и упаковка (125 мл).",True,,pending_fallback,direction_select,,semantic_primary,success,,,ROYAL,,,,,,,,,,,,,,125 мл,,,
14162,322,МАКСИКОЛД РИНО ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АПЕЛЬСИН ПАК. 15Г №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,простуда и ОРВИ,drug,0.6,"Препарат является лекарственным средством для симптоматического лечения простуды и ОРВИ (семейство 'простуда и ОРВИ'). Активные вещества (МНН) и дозировка не указаны в названии, поэтому оставлены null. Большинство атрибутов извлечены на основе названия и типа продукта, но точность снижена из-за отсутствия детальной информации.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Максиколд Рино,,otc,,ОРВИ,,внутрь,,порошок для приготовления раствора для приема внутрь,,,,,,10 пакетиков по 15 г,,комбинированный,
14492,322,Л-ТИРОКСИН ТАБЛ. 100МКГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,,Гормоны,drug,0.95,"Товар является лекарственным препаратом (L-Тироксин, МНН левотироксин) в таблетках по 100 мкг. Отпускается по рецепту.",True,,pending_fallback,direction_select,,semantic_primary,success,левотироксин натрия,,Л-Тироксин,,rx,,Гипотиреоз,,перорально,,таблетки,,100 мкг,,,,50 таблеток,,,
14971,322,ЛИНИМЕНТ БАЛЬЗАМИЧЕСКИЙ (ПО ВИШНЕВСКОМУ) Д/НАРУЖ. ПРИМ. ТУБА 40Г БОРИСОВСКИЙ ЗМП | БОРИСОВСКИЙ ЗАВОД МЕДИЦИНСКИХ ПРЕПАРАТОВ | БОРИСОВСКИЙ ЗАВОД МЕДИЦИНСКИХ ПРЕПАРАТОВ,,кожные заболевания,drug,0.95,"Препарат является лекарственным средством — линиментом для наружного применения. На основе названия и известных свойств (бальзамический линимент по Вишневскому) определены атрибуты: OTC, лекарственная форма, путь введения, показания (гнойничковые заболевания кожи). MNN отсутствует, так как это комбинированный препарат.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,otc,,Гнойничковые заболевания кожи,,Наружное,,Линимент,,,,,,Туба 40 г,,Комбинированный препарат,
15460,322,ЛЕСНОЙ БАЛЬЗАМ ОПОЛАСКИВАТЕЛЬ ДЛЯ УКРЕПЛЕНИЯ ДЕСЕН С ЭКСТРАКТОМ МОЖЖЕВЕЛОВЫХ ЯГОД И КОРОЙ ДУБА 800МЛ | ЮНИЛЕВЕР РУСЬ ООО | ЮНИЛЕВЕР РУСЬ ООО,,Гигиена и косметика,cosmetic_hygiene,0.95,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому для него применимы только атрибуты brand, age_segment и package_hint. Остальные фармацевтические атрибуты не используются.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Лесной бальзам,,,,,,,,,,,,взрослые,,800 мл,,,
16137,322,ЛАЙСНЕР СРЕДСТВО ПЕДИКУЛИЦИДНОЕ ФЛ. 100МЛ | Pronova laboratories Bv | Pronova laboratories Bv,,кожные заболевания,drug,0.8,"Товар является лекарственным средством для лечения педикулеза (педикулицидное средство). На основе названия и формы выпуска определены бренд, ОТС, нозология, путь введения, лекарственная форма и упаковка. Дозировка и возрастной сегмент не указаны, поэтому оставлены null.",True,,pending_fallback,direction_select,,semantic_primary,success,,,ЛАЙСНЕР,,otc,,педикулез,,наружное,,раствор,,,,,,флакон,,,
16215,322,ЛАББИ JUST LUBBY ПУСТЫШКА ЛАТЕКСНАЯ КРУГЛАЯ С КОЛПАЧКОМ 0МЕС+ АРТ. 23819 | ГОЛД ЛИСТ АГ АО | ГОЛД ЛИСТ АГ АО,hygiene_like,Товары для мам и детей,medical_device,0.95,"Товар является медицинским изделием (гигиеническим, пустышка), поэтому поля mnn, rx_otc, nosology, administration_route, dosage_form, dosage, combination_hint не применимы и установлены в null. Бренд и возрастной сегмент определены из названия.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Лабби Just Lubby,,,,,,,,,,,,0 месяцев+,,с колпачком,,,
16540,322,КРЕМ ДЕТСКИЙ BONA MENTE! ПИТАТЕЛЬНЫЙ 50МЛ | ЗЕЛЕНАЯ ДУБРАВА ЗАО | ЗЕЛЕНАЯ ДУБРАВА ЗАО,,,cosmetic_hygiene,0.9,"Товар относится к категории косметика и гигиена (детский крем). Поэтому заполнены только brand, age_segment и package_hint; остальные атрибуты не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Bona Mente! Питательный,,,,,,,,,,,,дети,,50 мл,,,
16829,323,КОНТЕЙНЕР СТЕРИЛЬНЫЙ ДЛЯ СБОРА БИОМАТЕРИАЛА С КРЫШКОЙ 120МЛ ПОЛИЭФИР | ПОЛИЭФИР ОДО | ПОЛИЭФИР ОДО,clinical_like,Другое медизделие,medical_device,0.85,"Товар относится к медицинским изделиям (клиническое применение), поэтому поля МНН, рецептурность, нозология и комбинационная подсказка неприменимы. Признаки administration_route, dosage_form, dosage, age_segment не определены из-за отсутствия сигнала; package_hint извлечён из описания объёма и типа упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,,,,,,,,,,,,контейнер 120 мл,,,
16988,323,"КОМПЛИВИТ АКТИВНЫЕ ДЕТИШКИ ПАСТИЛКИ ЖЕВ 4,5Г БАНКА №30 | ZPC OTMUCHOW S.A. | ZPC OTMUCHOW S.A.",,Витамины для детей,vitamin_or_baa,0.9,"Товар является витаминно-минеральным комплексом для детей (product_kind=vitamin_or_baa). Форма выпуска — жевательные пастилки, дозировка указана как 4,5 г. Поле rx_otc не применимо для данного типа продукта.",True,,pending_fallback,direction_select,,semantic_primary,success,Комплекс,,Компливит,,,,комплексные профили,,перорально,,пастилки жевательные,,4.5 г,,дети,,банка 30 шт.,,мультивитаминный комплекс,
17147,323,КОЛГЕЙТ ЩЕТКА ЗУБНАЯ ДЕТСКАЯ СУПЕРМЯГКАЯ МИНЬОНЫ 2ГОДА+ | Колгейт санкшао Ко Лтд | Колгейт санкшао Ко Лтд,hygiene_like,Гигиена и косметика,medical_device,0.95,"Товар является медицинским изделием (гигиена полости рта) по профилю hygiene_like, поэтому заполнены только бренд, возрастной сегмент и подсказка по упаковке. Остальные фармацевтические атрибуты не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Колгейт,,,,,,,,,,,,дети,,одиночная,,,
17453,323,КЛЕНБУТЕРОЛ Р-Р Д/ПРИЕМА ВНУТРЬ 1МКГ/МЛ ФЛ. 100МЛ ОЗОН | ОЗОН ООО | ОЗОН ООО,,Кашель,drug,0.9,"Препарат относится к лекарственным средствам. На основе названия определены МНН (кленбутерол), бренд (Озон), форма выпуска (раствор для приема внутрь), дозировка (1 мкг/мл) и упаковка (флакон 100 мл). Кленбутерол является бронхолитиком, применяется при респираторных заболеваниях, отпускается по рецепту.",True,,pending_fallback,direction_select,,semantic_primary,success,Кленбутерол,,Озон,,rx,,"Бронхиальная астма, ХОБЛ",,внутрь,,раствор для приема внутрь,,1 мкг/мл,,,,флакон 100 мл,,,
17516,323,КЛАРИТРОМИЦИН-OBL ТАБЛ. П/ПЛЕН/ОБ. 500МГ №7 АЛИУМ | АЛИУМ АО | АЛИУМ АО,,ЖКТ,drug,0.9,"Лекарственное средство (drug). Все атрибуты заполнены на основе названия и подсказок: МНН - кларитромицин, бренд - Алиум, рецептурный отпуск, нозология (язвенная болезнь/эрадикация H. pylori), путь введения внутрь, форма таблеток с оболочкой, дозировка 500 мг, возрастной сегмент взрослые. Комбинация и упаковка не указаны, поэтому null.",True,,pending_fallback,direction_select,,semantic_primary,success,Кларитромицин,,Алиум,,rx,,Язвенная болезнь,,внутрь,,"таблетки, покрытые пленочной оболочкой",,500 мг,,взрослые,,,,,
17568,323,"КИОКО ПОМАДА ГИГИЕНИЧЕСКАЯ ПИТАТЕЛЬНАЯ КЛУБНИКА 4,2Г | ГАЛАНТ КОСМЕТИК-М ООО | ГАЛАНТ КОСМЕТИК-М ООО",,,cosmetic_hygiene,0.9,"Товар является гигиенической помадой (косметика/гигиена), поэтому фармацевтические атрибуты (МНН, форма, дозировка и т.д.) не применимы. Бренд определён как 'КИОКО', а подсказка упаковки – 4,2 г. Возрастной сегмент не указан.",True,,pending_fallback,direction_select,,semantic_primary,success,,,КИОКО,,,,,,,,,,,,,,4.2 г,,,
18837,323,"ИЗАКАРДИН СПРЕЙ ПОДЪЯЗЫЧ. ДОЗИРОВ. 1,25МГ/ДОЗА ФЛ. 15МЛ 300ДОЗ ФАРМАМЕД | ФАРМАМЕД ООО | ФАРМАМЕД ООО",,Сердце и сосуды,drug,0.7,"Товар является лекарственным препаратом (drug). Из названия извлечены форма выпуска, дозировка и путь введения, но точное международное непатентованное наименование и нозология не определены однозначно, поэтому соответствующие поля оставлены пустыми.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Изакардин,,rx,,,,сублингвально,,спрей дозированный,,"1,25 мг/доза",,,,"флакон 15 мл, 300 доз",,,
18866,323,ИВАБРАДИН ТАБЛ. П/ПЛЕН/ОБ. 5МГ №56 ОЗОН | ОЗОН ООО | ОЗОН ООО,,Сердце и сосуды,drug,0.9,"Товар является лекарственным средством (МНН: ивабрадин). На основе названия определены форма выпуска, дозировка и количество в упаковке; безрецептурность и возрастной сегмент не указаны явно.",True,,pending_fallback,direction_select,,semantic_primary,success,Ивабрадин,,,,rx,,,,внутрь,,таблетки покрытые пленочной оболочкой,,5 мг,,,,56 шт.,,,
19338,323,ЖГУТ МЕДЕРЕН С ПЛАСТИКОВЫМ ФИКСИРУЮЩИМ МЕХАНИЗМОМ ДЛЯ ВЗРОСЛЫХ ГОЛУБОЙ | MEDEREN NEOTECH LTD | MEDEREN NEOTECH LTD,clinical_like,Перевязочные материалы,medical_device,0.9,"Товар является медицинским изделием (жгут). Согласно профилю clinical_like, для него применимы атрибуты бренда, способ введения, лекарственная форма, возрастной сегмент и упаковка. Атрибуты МНН, рецептурность, нозология и комбинированность не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,МЕДЕРЕН,,,,,,наружное,,жгут,,,,взрослые,,,,,
19469,323,ДЭТА АКВА СЕНСИТИВ АЭРОЗОЛЬ ДЛЯ ЧУВСТВИТЕЛЬНОЙ КОЖИ 150МЛ | ХИМИК ОАО | ХИМИК ОАО,,,cosmetic_hygiene,0.95,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому заполнены только бренд и подсказка по упаковке. Возрастной сегмент не указан, а все фармацевтические атрибуты (МНН, рецептурность, нозология, путь введения, форма выпуска, дозировка, комбинация) не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,ХИМИК ОАО,,,,,,,,,,,,,,аэрозоль 150 мл,,,
19659,324,ДРАЙ КОНТРОЛ ЭКСТРА ФОРТЕ ДАБОМАТИК АНТИПЕРСПИРАТ БЕЗ СПИРТА ФЛ. 50МЛ | АРОМА ПРОМ ООО | АРОМА ПРОМ ООО,,,cosmetic_hygiene,0.4,"Товар относится к категории косметика/гигиена (антиперспирант). Атрибуты MNN, Rx/OTC, нозология, путь введения, лекарственная форма, дозировка и комбинация не применимы. Бренд не определен, возрастной сегмент не указан, подсказка по упаковке: флакон 50 мл.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,,,,,,,,,,,,флакон 50 мл,,,
20469,324,ДЕТРАЛЕКС ТАБЛ. П/ПЛЕН/ОБ. 1000МГ №60 | СЕРВЬЕ РУС ООО | СЕРВЬЕ РУС ООО,,Сердце и сосуды,drug,0.95,Товар является лекарственным препаратом Детралекс. Все атрибуты определены на основе названия и стандартных данных о препарате.,True,,pending_fallback,direction_select,,semantic_primary,success,Диосмин+Гесперидин,,Детралекс,,rx,,Хроническая венозная недостаточность,,внутрь,,таблетки покрытые оболочкой,,1000 мг,,взрослые,,60 таблеток,,Комбинированный препарат (диосмин+гесперидин),
20477,324,ДЕТРАВЕНОЛ ТАБЛ. П/ПЛЕН/ОБ. 1000МГ №30 | ОЗОН ООО | ОЗОН ООО,,Кровь / Кровеносная система,drug,0.8,"Препарат Детравелол — венотоник в форме таблеток 1000 мг. Вероятно содержит диосмин и гесперидин, применяется при хронической венозной недостаточности. Поля заполнены на основе названия и формы.",True,,pending_fallback,direction_select,,semantic_primary,success,Диосмин + Гесперидин,,ДЕТРАВЕНОЛ,,Без рецепта,,Хроническая венозная недостаточность,,Перорально,,Таблетки покрытые пленочной оболочкой,,1000 мг,,Взрослые,,Упаковка 30 таблеток,,,
20624,324,ДЕКСАЛГИН Р-Р ДЛЯ В/В В/М ВВЕД. 25МГ/МЛ АМП. 2МЛ №10 | А.МЕНАРИНИ МЭНЮФЕКЧЕРИНГ ЛОДЖИСТИКС ЭНД СЕРВИСИЗ С.Р.Л. | А.МЕНАРИНИ МЭНЮФЕКЧЕРИНГ ЛОДЖИСТИКС ЭНД СЕРВИСИЗ С.Р.Л.,,Боль и Температура,drug,0.95,"Препарат Дексалгин (декскетопрофен) является рецептурным лекарственным средством (НПВП) для парентерального введения при болевом синдроме. Форма выпуска: раствор для инъекций 25 мг/мл в ампулах по 2 мл, №10.",True,,pending_fallback,direction_select,,semantic_primary,success,декскетопрофен,,Дексалгин,,rx,,Болевой синдром,,"Внутривенно, внутримышечно",,Раствор для инъекций,,25 мг/мл,,Взрослые,,10 ампул по 2 мл,,,
20899,324,"ГОНАЛ-Ф Р-Р ДЛЯ П/К ВВЕД. 66МКГ/1,5МЛ (900МЕ) ШПРИЦ-РУЧКА 1,5МЛ №1 +ИГЛЫ №20 | МЕРК СЕРОНО С.П.А. | МЕРК СЕРОНО С.П.А.",,Гормоны,drug,0.95,"Препарат Гонал-Ф (МНН фоллитропин альфа) является лекарственным средством, применяется подкожно для стимуляции овуляции. Дозировка и форма выпуска указаны, поле combination_hint не применимо.",True,,pending_fallback,direction_select,,semantic_primary,success,фоллитропин альфа,,Гонал-Ф,,rx,,Бесплодие,,подкожное введение,,раствор,,"66 мкг/1,5 мл (900 МЕ)",,взрослые,,"шприц-ручка 1,5 мл №1 + иглы №20",,,
21183,324,ГИПОСАРТ ТАБЛ. 32МГ №28 | ПОЛЬФАРМА АО | ПОЛЬФАРМА АО,,Сердце и сосуды,drug,0.95,"Препарат Гипосарт (таблетки 32 мг, №28) является лекарственным средством (drug) на основе лозартана, применяемым при артериальной гипертензии. Все атрибуты извлечены из названия и известной информации о препарате.",True,,pending_fallback,direction_select,,semantic_primary,success,Лозартан,,Гипосарт,,rx,,Артериальная гипертензия,,перорально,,таблетки,,32 мг,,взрослые,,28 таблеток,,,
21563,324,ГАСТРОСТАТ ТАБЛ. П/ПЛЕН/ОБ. 100МГ №180 АЛИУМ | АЛИУМ АО | АЛИУМ АО,,ЖКТ,drug,0.6,"Товар является лекарственным препаратом (drug). На основе названия определены: лекарственная форма (таблетки, покрытые оболочкой), дозировка (100 мг), упаковка (№180), торговое название 'Гастростат'. Международное непатентованное наименование и другие клинические атрибуты не указаны, поэтому оставлены null.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Гастростат,,,,,,перорально,,"таблетки, покрытые пленочной оболочкой",,100 мг,,,,180 таблеток,,,
21918,324,ВИШИ ДЕЗОДОРАНТ-АНТИПЕРСПИРАНТ CLINICAL CONTROL 96Ч ФЛ. 50МЛ | ЛОРЕАЛЬ АО | ЛОРЕАЛЬ АО,,,cosmetic_hygiene,0.95,"Товар относится к категории косметика и гигиена (дезодорант-антиперспирант). Атрибуты, характерные для лекарственных средств, не применимы. Определены только бренд, возрастной сегмент и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Виши,,,,,,,,,,,,взрослые,,флакон 50 мл,,,
22097,324,ВИТАМИШКИ БИО + ПРЕБИОТИК ПАСТИЛКИ ЖЕВАТ. №30 | ФАРМАМЕД ООО | ФАРМАМЕД ООО,,витамины и БАД,vitamin_or_baa,0.8,"Это витаминный комплекс с пребиотиком в форме жевательных пастилок. Определены бренд, форма выпуска, комбинация и путь введения. MNN и нозология выбраны на основе типа продукта, но точные дозировка и возраст не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,Комплекс,,ВИТАМИШКИ,,,,комплексные профили,,орально,,пастилки жевательные,,,,,,№30,,витамины + пребиотик,
22393,324,ВИЛЬПРАФЕН СОЛЮТАБ ТАБЛ. ДИСПЕРГ. 1000МГ №10 | ФАМАР ЛИОН | ФАМАР ЛИОН,,простуда и ОРВИ,drug,0.95,"Товар относится к категории 'drug', все атрибуты применимы. Из текста извлечены: бренд 'Вильпрафен', МНН 'Джозамицин', лекарственная форма 'таблетки диспергируемые', дозировка 1000 мг, упаковка 10 таблеток. Препарат рецептурный, применяется перорально. Возрастной сегмент и нозология не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,Джозамицин,,Вильпрафен,,Рецептурный,,,,Пероральный,,Таблетки диспергируемые,,1000 мг,,,,10 таблеток,,Монопрепарат,
22428,325,ВИЗЛЕЯ КАПС. 810МГ №30 | CURTIS HEALTH CAPS SP. Z.O. PL | CURTIS HEALTH CAPS SP. Z.O. PL,,,other,0.9,"Товар относится к категории 'other', поэтому для него применимы только бренд, возрастной сегмент и подсказка упаковки. На основе названия и упаковки указаны бренд 'ВИЗЛЕЯ' и подсказка '30 капс'. Возрастной сегмент не указан, поэтому оставлен null.",True,,pending_fallback,direction_select,,semantic_primary,success,,,ВИЗЛЕЯ,,,,,,,,,,,,,,30 капс,,,
22463,325,ВИЖУ ФОРТЕ BIOFORTE ЭКСТРАКТ ПЛОДОВ ЧЕРНИКИ С ЛЮТЕИНОМ КАПС. №30 | БАРНАУЛЬСКИЙ ЗАВОД МЕД.ПР-ТОВ | БАРНАУЛЬСКИЙ ЗАВОД МЕД.ПР-ТОВ,,Зрение,vitamin_or_baa,0.7,Товар является БАД (витамин/БАД). Атрибут rx_otc не применим. Название указывает на комбинированный состав (черника+лютеин) и форму капсул. Предположительно для взрослых.,True,,pending_fallback,direction_select,,semantic_primary,success,Черники плодов экстракт + Лютеин,,BIOFORTE,,,,Нутрицевтики,,внутрь,,капсулы,,,,взрослые,,30 капсул,,комбинированный,
22701,325,ВЕЛДЕКСАЛ ТАБЛ. П/ПЛЕН/ОБ. 25МГ №10 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,,Слух и зрение,drug,0.75,"Товар является лекарственным препаратом. Из текста извлечены бренд, лекарственная форма, дозировка и упаковка; МНН, рецептурность, нозология и возрастной сегмент не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Велдексал,,,,,,пероральный,,таблетки покрытые пленочной оболочкой,,25 мг,,,,10 таблеток,,,
22891,325,ВАЛИДОЛ ТАБЛ. П/ЯЗЫЧН. 60МГ №10 ЮЖФАРМ | ЮЖФАРМ ООО | ЮЖФАРМ ООО,,Сердце и сосуды,drug,0.95,"Препарат Валидол, таблетки подъязычные, безрецептурный. Действующее вещество - комбинация левоментола и изовалериановой кислоты. Применяется при стенокардии и нейроциркуляторной дистонии.",True,,pending_fallback,direction_select,,semantic_primary,success,Левоментол + Изовалериановая кислота,,ВАЛИДОЛ,,Безрецептурный,,"Стенокардия, нейроциркуляторная дистония",,Сублингвальный,,Таблетки подъязычные,,60 мг,,Взрослые,,№10,,Комбинированный препарат,
23099,325,БУТАДИОН-АЛИУМ ТАБЛ. 150МГ №20 | АЛИУМ АО | АЛИУМ АО,,Боль и Температура,drug,0.9,"Препарат 'Бутадион-Алиум' содержит фенилбутазон, таблетки 150 мг, упаковка 20 штук. Другие атрибуты не указаны в тексте.",True,,pending_fallback,direction_select,,semantic_primary,success,Фенилбутазон,,БУТАДИОН-АЛИУМ,,,,,,перорально,,таблетки,,150 мг,,,,20 таблеток,,,
23155,325,"БРУСНИКИ ЛИСТЬЯ СЕРДЦЕ КОНТИНЕНТА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",,Травы,drug,0.9,"Товар является лекарственным растительным препаратом (травы) в форме фильтр-пакетов. На основе нормализованного текста определены атрибуты: МНН - брусники листья, бренд - Сердце Континента, форма выпуска - фильтр-пакеты, дозировка 1,5 г, упаковка 20 штук, применение внутрь для взрослых, безрецептурный отпуск. Нозология указана на основе типичного применения (инфекции мочевыводящих путей).",True,,pending_fallback,direction_select,,semantic_primary,success,Брусники листья,,Сердце Континента,,otc,,Инфекции мочевыводящих путей (ИМП),,Внутрь,,Фильтр-пакеты,,1.5 г,,Взрослые,,20 фильтр-пакетов,,,
