product_id,run_id,normalized_text,product_kind,medical_device_profile,semantic_confidence,semantic_explanation,semantic_validation_passed,semantic_reject_reason,decision_status,next_action,selected_category_id,stage,log_status,attr_administration_route_raw,attr_dosage_form_raw,attr_age_segment_raw,attr_mnn,label_mnn,attr_brand,label_brand,attr_rx_otc,label_rx_otc,attr_nosology,label_nosology,attr_administration_route,label_administration_route,attr_dosage_form,label_dosage_form,attr_dosage,label_dosage,attr_age_segment,label_age_segment,attr_package_hint,label_package_hint,attr_combination_hint,label_combination_hint
4169,417,УЕСАППС (UESUPPS) УЛЬТРА ЭНЕРДЖИ МЕГА МЕН МУЛЬТИВИТАМИН КАПС. №60 | ULTRA ENERGY SUPPLEMENTS TRADING L.L.C | ULTRA ENERGY SUPPLEMENTS TRADING L.L.C,vitamin_or_baa,,0.8,"Товар является БАДом (мультивитамины) для взрослых, поэтому rx_otc не применим. На основе названия и формы выпуска определены основные атрибуты, дозировка не указана.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,взрослые,Комплекс,,UESUPPS,,,,комплексные профили,,перорально,,капсулы,,,,взрослые,,60 капсул,,мультивитаминный комплекс,
4403,417,ТРИМЕТАЗИДИН-АКОС МВ 35МГ ТАБЛ. МОДИФ. ВЫСВ. П/О №60 | БИОКОМ ЗАО | БИОКОМ ЗАО,drug,,0.9,"Товар является лекарственным препаратом (drug), поэтому все фармацевтические атрибуты применимы. На основе названия определены МНН, бренд, форма выпуска, дозировка и упаковка. Препарат отпускается по рецепту, применяется у взрослых при ишемической болезни сердца.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки с модифицированным высвобождением, покрытые пленочной оболочкой",взрослые,Триметазидин,,Триметазидин-АКОС,,rx,,Ишемическая болезнь сердца,,перорально,,таблетки,,35 мг,,взрослые,,60 таблеток,,,
4481,417,ТРАНЕКСАМОВАЯ КИСЛОТА ТАБЛ. П/ПЛЕН/ОБ. 250МГ №30 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,drug,,0.9,"Товар является лекарственным препаратом (drug) с активным веществом транексамовая кислота. Атрибуты извлечены из текста: форма выпуска, дозировка, упаковка и путь введения. Информация о бренде и комбинации отсутствует.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые пленочной оболочкой",взрослые,Транексамовая кислота,,,,rx,,Кровоостанавливающее средство,,перорально,,таблетки,,250 мг,,взрослые,,30 таблеток,,,
4487,417,ТРАНЕКСАМОВАЯ КИСЛОТА Р-Р ДЛЯ В/В ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,drug,,0.95,"Товар является лекарственным препаратом (drug) с явным указанием МНН, формы выпуска и дозировки. Все атрибуты применимы, кроме возраста и комбинации, которые не указаны в названии.",True,,pending_fallback,direction_select,,semantic_primary,success,внутривенно,раствор для внутривенного введения,,Транексамовая кислота,,,,rx,,Кровоостанавливающее средство,,внутривенно,,раствор,,50 мг/мл,,,,ампулы 5 мл №10,,,
4570,417,ТОРАСЕМИД ТАБЛ. 5МГ №60 ПРАНАФАРМ | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,drug,,0.9,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе названия определены МНН, бренд, форма выпуска, дозировка и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,Торасемид,,Пранафарм,,rx,,Сердечно-сосудистые заболевания,,перорально,,таблетки,,5 мг,,взрослые,,60 таблеток,,,
4593,417,ТОРАСЕМИД ТАБЛ. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,,0.9,"Товар является лекарственным препаратом (drug) с действующим веществом торасемид. Атрибуты определены на основе текста и подсказок, включая форму выпуска, дозировку и упаковку.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,взрослые,Торасемид,,,,rx,,Гипертония и отёки,,перорально,,таблетки,,10 мг,,взрослые,,20 таблеток,,,
4602,417,ТОРАСЕМИД МЕДИСОРБ ТАБЛ. 5МГ №20 | Медисорб АО | Медисорб АО,drug,,0.9,"Товар является лекарственным препаратом (drug) с активным веществом торасемид, применяемым для лечения гипертонии и отёков. Атрибуты извлечены из названия и стандартных характеристик препарата.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,взрослые,Торасемид,,Медисорб,,rx,,Гипертония и отёки,,перорально,,таблетки,,5 мг,,взрослые,,20 таблеток,,,
4660,418,ТОНУС ЭЛАСТ БИНТ ЭЛАСТИЧНЫЙ 9512 СР 12СМХ500СМ | ТОНУС ЭЛАСТ ООО | ТОНУС ЭЛАСТ ООО,medical_device,clinical_like,0.85,"Товар относится к медицинским изделиям (клинический тип), поэтому MNN, Rx/OTC, нозология и комбинационные подсказки не применимы. Бренд и упаковка извлечены из текста, форма выпуска и путь введения указаны согласно профилю.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,бинт эластичный,,,,ТОНУС ЭЛАСТ,,,,,,наружно,,,,,,,,12 см х 500 см,,,
4684,418,ТОЛПЕРИЗОН ТАБЛ. П/ПЛЕН/ОБ. 150МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,,0.9,"Товар является лекарственным препаратом (drug) с активным веществом толперизон. Атрибуты определены на основе текста и подсказок, включая форму выпуска, дозировку и упаковку.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,"таблетки, покрытые пленочной оболочкой",взрослые,Толперизон,,,,rx,,Спазм мышечный и миофасциальная боль,,перорально,,таблетки,,150 мг,,взрослые,,30 таблеток,,,
4876,418,ТЕСТ-ПОЛОСКИ УРИКЕТ-1 ИНДИКАТОРНЫЕ №50 | БИОСЕНСОР АН ООО | БИОСЕНСОР АН ООО,medical_device,clinical_like,0.8,"Товар является медицинским изделием (тест-полоски для экспресс-диагностики). Атрибуты mnn, rx_otc, nosology и combination_hint не применимы для данного типа продукта, поэтому они не заполнены.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,тест-полоски,,,,УРИКЕТ-1,,,,,,наружно,,,,,,,,50 штук,,,
4886,418,ТЕСТ НА ОВУЛЯЦИЮ ФАКТОР ИХА-ЛГ-ФАКТОР №5 | ФАКТОР-МЕД ООО | ФАКТОР-МЕД ООО,medical_device,clinical_like,0.7,"Товар относится к медицинским изделиям (клинический профиль). Для теста на овуляцию не указаны бренд, возрастной сегмент и другие клинические атрибуты, поэтому большинство полей остаются пустыми. Указано количество в упаковке (№5).",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,,,,,,,,,,,,,,,№5,,,
4922,418,ТЕРМИКОН СПРЕЙ Д/НАРУЖ. ПРИМ. 1% ФЛ. 30Г | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,,0.85,"Товар является лекарственным средством (drug) с полным набором применимых атрибутов. На основе названия определены МНН (тербинафин), бренд, форма выпуска, дозировка и путь введения. Возрастной сегмент и комбинированный состав не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,спрей,,Тербинафин,,Термикон,,rx,,Дерматомикозы,,наружно,,спрей,,1%,,,,флакон 30 г,,,
4924,418,ТЕРМИКОН КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 15Г | ЛЕККО ЗАО | ЛЕККО ЗАО,drug,,0.7,"Товар является лекарственным средством (drug) для лечения кожных заболеваний. На основе названия 'Термикон' и концентрации 1% можно предположить противогрибковое средство, однако точный МНН не указан, поэтому он оставлен пустым.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,крем,,,,Термикон,,otc,,Дерматомикозы,,наружно,,крем,,1%,,,,туба 15 г,,,
4953,418,ТЕРЕЗАЛЕДИ ПРОКЛАДКИ УРОЛОГИЧЕСКИЕ ДЛЯ ЖЕНЩИН МИНИ №20 | ОНТЭКС РУ ООО/ОЛТЕКС С.А. АО | ОНТЭКС РУ ООО/ОЛТЕКС С.А. АО,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиенический профиль), поэтому фармацевтические атрибуты не применимы. Из названия извлечены бренд, возрастной сегмент и размер упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,взрослые,,,ТЕРЕЗАЛЕДИ,,,,,,не применимо,,не применимо,,,,взрослые,,20 штук,,,
5010,418,ТЕРАФЛЕКС КАПС. 500МГ+400МГ №200 МАКИЗ-ФАРМА | МАКИЗ-ФАРМА | МАКИЗ-ФАРМА,drug,,0.7,"Товар является лекарственным средством (drug) с применимыми фармацевтическими атрибутами. На основе текста определены бренд, форма выпуска, дозировка и упаковка, однако МНН и нозология не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,oral,capsule,adult,,,Терафлекс,,otc,,,,,,капсулы,,500mg+400mg,,взрослые,,200 capsules,,,
5258,418,"ТАМСУЛОЗИН КАНОН КАПС. КИШ/РАСТ. ПРОЛОНГ. ВЫСВ. 0,4МГ №30 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО",drug,,0.95,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе названия определены МНН, форма выпуска, дозировка и показание. Все поля заполнены в соответствии с профилем применимости.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,капсулы с кишечнорастворимым покрытием пролонгированного действия,взрослые,Тамсулозин,,Тамсулозин Канон,,rx,,Симптомы ДГПЖ,,перорально,,капсулы,,"0,4 мг",,взрослые,,№30,,,
5267,418,ТАМОКСИФЕН ТАБЛ. 20МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,,0.9,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе названия определены МНН, форма выпуска, дозировка и упаковка. Препарат отпускается по рецепту.",True,,pending_fallback,direction_select,,semantic_primary,success,peroral,таблетки,adult,Тамоксифен,,ОЗОН,,rx,,Рак молочной железы,,,,таблетки,,20 мг,,взрослые,,30 таблеток,,,
5270,419,ТАМИФЛЮ КАПС. 75МГ №10 | ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С. | ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,drug,,0.9,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе текста определены МНН (осельтамивир), бренд (Тамифлю), форма выпуска (капсулы), дозировка (75 мг) и упаковка (10 капсул).",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,взрослые,Осельтамивир,,Тамифлю,,rx,,"Грипп, ОРВИ",,перорально,,капсулы,,75 мг,,взрослые,,10 капсул,,,
5287,419,"ТАДАЛАФИЛ-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 20МГ №8 | ТЕВА ФАРМА, С.Л.У. | ТЕВА ФАРМА, С.Л.У.",drug,,0.95,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе текста определены МНН, бренд, форма выпуска, дозировка и показание.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,"таблетки, покрытые пленочной оболочкой",взрослые,Тадалафил,,Тева,,rx,,Эректильная дисфункция,,перорально,,таблетки,,20 мг,,взрослые,,№8,,,
5322,419,"ТАВОЛГА ВЯЗОЛИСТНАЯ (ЛАБАЗНИК) ТРАВА Ф/П 1,5Г №20 ХЕРБЕС | ХЕРБЕС ООО | ХЕРБЕС ООО",drug,,0.7,"Товар относится к категории 'Травы' (лекарственное растительное сырье). На основе названия и формы выпуска определены основные атрибуты: бренд, способ применения, лекарственная форма и дозировка. Часть полей (МНН, комбинация) не применима для растительного монопрепарата.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,трава в фильтр-пакетах,взрослые,,,ХЕРБЕС,,БАД,,Нутрицевтики,,перорально,,фильтр-пакеты,,"1,5 г",,взрослые,,20 фильтр-пакетов,,,
5411,419,СУПХЕРБ МУЛЬТИВИТАМИНЫ ДЛЯ МУЖЧИН КАПС. №60 | АМБРОСИА-СУПХЕРБ | АМБРОСИА-СУПХЕРБ,vitamin_or_baa,,0.8,"Товар относится к категории витаминов или БАД (мультивитамины для мужчин). Название и форма выпуска позволяют определить бренд, лекарственную форму и возрастной сегмент, но точный состав и дозировка не указаны, поэтому mnn и дозировка не определены.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,взрослые,Комплекс,,Супхерб,,,,Комплексные профили,,перорально,,капсулы,,,,взрослые,,№60,,,
5412,419,СУПХЕРБ МУЛЬТИВИТАМИНЫ ДЛЯ ЖЕНЩИН ТАБЛ. №30 | АМБРОСИА-СУПХЕРБ | АМБРОСИА-СУПХЕРБ,vitamin_or_baa,,0.85,"Товар относится к категории витаминов и БАД (vitamin_or_baa), является мультивитаминным комплексом для женщин. Препарат отпускается без рецепта, поэтому поле rx_otc не применимо и установлено в null.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,Комплекс,,Супхерб,,,,Комплексные профили,,перорально,,таблетки,,,,взрослые,,30 таблеток,,мультивитамины для женщин,
5634,419,СТРЕПТОЦИД ПОР. Д/НАРУЖ. ПРИМ. 2Г ПАК. №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,,0.85,"Товар является лекарственным средством (drug) с профилем, допускающим заполнение всех полей. На основе названия определены МНН (сульфаниламид), бренд, форма выпуска, дозировка и упаковка. Возрастной сегмент и комбинированный состав не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,порошок для наружного применения,,Сульфаниламид,,Стрептоцид,,otc,,Инфекции кожи,,наружно,,порошок,,2 г,,,,пакет №50,,,
5729,419,СТОМАТОФИТ ФРЕШ ОПОЛАСКИВАТЕЛЬ ДЛЯ ПОЛОСТИ РТА ФЛ. 250МЛ | Фитофарм кленка АО | Фитофарм кленка АО,drug,,0.7,"Товар является лекарственным средством (drug) для местного применения в стоматологии. На основе названия и формы выпуска определены основные атрибуты, но точный состав и возрастные ограничения неизвестны.",True,,pending_fallback,direction_select,,semantic_primary,success,местно,ополаскиватель,,,,Стоматофит Фреш,,otc,,Инфекции и воспаление слизистой полости рта,,,,,,,,,,флакон 250 мл,,,
5736,419,СТИМУЛОТОН ТАБЛ. П/ПЛЕН/ОБ. 100МГ №28 | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО,drug,,0.9,"Товар является лекарственным препаратом (drug), поэтому все фармацевтические атрибуты применимы. На основе названия и дозировки определены МНН (сертралин), форма выпуска и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,per os,"таблетки, покрытые пленочной оболочкой",adult,сертралин,,Стимулотон,,rx,,депрессивные расстройства,,перорально,,таблетки,,100 мг,,взрослые,,28 таблеток,,,
5754,419,СТЕВИЯ ЭКСТРА ЗАМЕНИТЕЛЬ САХАРА ТАБЛ. ШИПУЧ. №150 | ФАРМИНДУСТРИЯ ООО | ФАРМИНДУСТРИЯ ООО,other,,0.7,"Товар относится к категории 'other' (заменитель сахара). Согласно профилю атрибутов, заполнены только бренд, лекарственная форма и упаковка, остальные фармацевтические поля не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,таблетки шипучие,,,,Стевия Экстра,,,,,,не применимо,,таблетки,,,,,,150 таблеток,,,
5806,419,СПРИНЦОВКА ПВХ С МЯГКИМ НАКОНЕЧНИКОМ А7 70МЛ АЛЬПИНА | АЛЬПИНА-ПЛАСТ ООО | АЛЬПИНА-ПЛАСТ ООО,medical_device,clinical_like,0.8,"Товар относится к медицинским изделиям (спринцовка), поэтому фармацевтические атрибуты, такие как МНН, рецептурность и нозология, не применимы. Указаны форма выпуска и объем, остальные поля не заполнены из-за отсутствия данных.",True,,pending_fallback,direction_select,,semantic_primary,success,,спринцовка,,,,АЛЬПИНА,,,,,,,,,,70 мл,,,,,,,
5968,421,СПАСАТЕЛЬНЫЙ КРУГ №138 КРЕМ-БАЛЬЗАМ ДЛЯ ТЕЛА СУСТАВИТАЛ 100МЛ | ДР РЕТТЕР ЕС | ДР РЕТТЕР ЕС,cosmetic_hygiene,,0.7,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому фармацевтические атрибуты, такие как МНН, рецептурность, нозология и форма выпуска, не применимы. Из доступных данных извлечены бренд и объем упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Спасательный круг,,,,,,не применимо,,не применимо,,,,не применимо,,100 мл,,,
6189,421,СОЛЕМАКС НЕЙРО КАПС. №30 | SOLE PHARMA PHARMACEUTICALS LTD | SOLE PHARMA PHARMACEUTICALS LTD,other,,0.7,"Товар относится к категории 'other', для которой применимы только бренд, возрастной сегмент и подсказка упаковки. Бренд определен как SOLE PHARMA, количество капсул указано в названии. Остальные фармацевтические атрибуты не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,SOLE PHARMA,,,,,,не применимо,,не применимо,,,,не применимо,,30 капсул,,,
6243,421,СОЛГАР МУЛЬТИВИТАМИННЫЙ И МИНЕРАЛЬНЫЙ КОМПЛЕКС 50+ ТАБЛ. №60 | СОЛГАР | СОЛГАР,vitamin_or_baa,,0.8,"Товар относится к категории витаминно-минеральных комплексов (vitamin_or_baa). Название указывает на комплексный состав, поэтому mnn установлен как 'Комплекс', nosology - 'комплексные профили'. Возрастной сегмент '50+' и форма выпуска 'таблетки' указаны в названии, дозировка не определена.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,50+,Комплекс,,Солгар,,,,комплексные профили,,перорально,,таблетки,,,,универсальный,,60 таблеток,,мультивитаминный и минеральный комплекс,
6278,421,СОЛГАР ГЛЮКОЗАМИН-ХОНДРОИТИН ПЛЮС ТАБЛ. №75 | СОЛГАР | СОЛГАР,vitamin_or_baa,,0.7,"Товар относится к категории витаминов/БАД (хондропротекторы), поэтому rx_otc не применим. На основе названия определены компоненты (глюкозамин и хондроитин), форма выпуска и размер упаковки, но точная дозировка не указана.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,взрослые,Глюкозамин + Хондроитин,,Солгар,,,,Комплексные профили,,перорально,,таблетки,,,,взрослые,,75 таблеток,,комбинированный,
6506,421,СИРОП ШИПОВНИКА ФЛ. 250МЛ МИРРОЛЛА | МИРРОЛЛА ООО | МИРРОЛЛА ООО,drug,,0.7,"Товар относится к категории drug (лекарственное средство). На основе названия определены форма выпуска (сироп), путь введения (внутрь) и объем упаковки. Бренд указан как 'Мирролла'. Отпуск без рецепта, так как сироп шиповника обычно является безрецептурным средством.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,сироп,,,,Мирролла,,otc,,,,перорально,,сироп,,,,,,флакон 250 мл,,,
6518,421,СИРОП ЧЕРНИКИ ВИТАМИНИЗИРОВАННЫЙ ПРЕМИУМ BIOFORTE ФЛ. 250МЛ | БИОИНВЕНТИКА ООО | БИОИНВЕНТИКА ООО,vitamin_or_baa,,0.7,"Товар относится к БАД (витаминизированный сироп черники). Бренд указан как BIOFORTE, форма выпуска — сироп для перорального применения. Дозировка и возрастной сегмент не указаны, поэтому эти поля оставлены пустыми.",True,,pending_fallback,direction_select,,semantic_primary,success,peroral,сироп,,,,BIOFORTE,,,,нутрицевтики,,перорально,,сироп,,,,универсальный,,флакон 250 мл,,,
6592,421,СИНЕКОД КАПЛИ Д/ПРИЕМА ВНУТРЬ ДЛЯ ДЕТЕЙ 5МГ/МЛ ФЛ. 20МЛ | ГКС КОНСЬЮМЕР ХЕЛС С.А. | ГКС КОНСЬЮМЕР ХЕЛС С.А.,drug,,0.95,"Препарат Синекод (МНН: бутамират) является противокашлевым средством, отпускается без рецепта. Форма выпуска — капли для приема внутрь для детей, дозировка 5 мг/мл, упаковка — флакон 20 мл.",True,,pending_fallback,direction_select,,semantic_primary,success,Внутрь,Капли для приема внутрь,Детский,Бутамират,,Синекод,,Без рецепта,,Кашель,,перорально,,капли,,5 мг/мл,,дети,,Флакон 20 мл,,,
6593,421,СИНДРАНОЛ ТАБЛ. ПРОЛОНГ. П/ПЛЕН/ОБ. 8МГ №28 | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО/ФАРМАТЕН ИНТЕРНЕШНЛ С.А. | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО/ФАРМАТЕН ИНТЕРНЕШНЛ С.А.,drug,,0.7,"Товар является лекарственным препаратом (drug) для лечения кожных заболеваний. На основе названия и формы выпуска определены основные атрибуты, однако МНН и комбинация не установлены.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки пролонгированного действия, покрытые пленочной оболочкой",взрослые,,,Синдранон,,rx,,кожные заболевания,,перорально,,таблетки,,8 мг,,взрослые,,28 таблеток,,,
6743,421,СИЛДЕНАФИЛ ТАБЛ. П/ПЛЕН/ОБ. 100МГ №10 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,,0.95,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе текста определены МНН, форма выпуска, дозировка, путь введения и показание. Возрастной сегмент и упаковка указаны в названии.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,"таблетки, покрытые пленочной оболочкой",взрослые,Силденафил,,,,rx,,Эректильная дисфункция,,перорально,,таблетки,,100 мг,,взрослые,,10 таблеток,,,
6998,421,СЕНИ СУПЕР ПЛЮС ПОДГУЗНИКИ ДЛЯ ВЗРОСЛЫХ Р.M №10 | TZMO S.A. | TZMO S.A.,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиенический тип), поэтому фармацевтические атрибуты (МНН, рецептурность, нозология, форма, дозировка) неприменимы. Из текста извлечены бренд, возрастной сегмент и размер упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,взрослые,,,СЕНИ СУПЕР ПЛЮС,,,,,,не применимо,,не применимо,,,,взрослые,,10 штук,,,
7030,422,СЕНИ ЛЕДИ УРОЛОГИЧЕСКИЕ ПРОКЛАДКИ НОРМАЛ №15 | БЕЛЛА ООО | БЕЛЛА ООО,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиенические прокладки), поэтому фармацевтические атрибуты не применимы. Указаны бренд, возрастной сегмент и количество в упаковке.",True,,pending_fallback,direction_select,,semantic_primary,success,,,взрослые,,,Сени Леди,,,,,,не применимо,,не применимо,,,,взрослые,,15 шт,,,
7049,422,СЕНИ АКТИВ ТРУСИКИ Р.L 100-135СМ №10 | TZMO S.A. | TZMO S.A.,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиенический профиль), поэтому фармацевтические атрибуты не применимы. Указаны бренд, возрастной сегмент и размер упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,100-135 см,,,СЕНИ АКТИВ,,,,,,не применимо,,не применимо,,,,не применимо,,10 штук,,,
7158,422,СВОБОДА ЛЮКС КРЕМ ДЛЯ ЛИЦА ПИТАТЕЛЬНЫЙ ТУБА 41Г СВОБОДА | СВОБОДА АО | СВОБОДА АО,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому фармацевтические атрибуты (МНН, рецептурность, нозология, форма выпуска, дозировка) неприменимы. Из доступных атрибутов определены бренд и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,СВОБОДА ЛЮКС,,,,,,не применимо,,не применимо,,,,не применимо,,туба 41 г,,,
7211,422,САФОРЕЛЬ ПЕНКА ДЛЯ ИНТИМНОЙ ГИГИЕНЫ УЛЬТРА-МЯГКАЯ 250МЛ | LABORATOIRES IPRAD SANTE S.P.M.D. | LABORATOIRES IPRAD SANTE S.P.M.D.,cosmetic_hygiene,,0.9,"Товар относится к категории косметических средств для интимной гигиены (cosmetic_hygiene). Согласно профилю атрибутов, заполняются только бренд, возрастной сегмент и упаковка, остальные фармацевтические поля не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Сафорель,,,,,,не применимо,,не применимо,,,,не применимо,,250 мл,,,
7244,422,САНОСАН МАМА КРЕМ ПРОТИВ РАСТЯЖЕК ТУБА 200МЛ | МАНН И ШРЕДЕР | МАНН И ШРЕДЕР,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому фармацевтические атрибуты (МНН, рецептурность, нозология, форма выпуска, дозировка) неприменимы. Из доступных полей заполнены бренд и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,МАНН И ШРЕДЕР,,,,,,не применимо,,не применимо,,,,не применимо,,туба 200мл,,,
7275,422,САНОВАСК ТАБЛ. П/КИШ/РАСТ/ПЛЕН/ОБ. 50МГ №30 | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,drug,,0.6,"Товар относится к категории drug, поэтому большинство атрибутов применимы. Однако из текста не удалось однозначно определить МНН, рецептурность, нозологию и возрастной сегмент, поэтому эти поля оставлены пустыми.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,"таблетки, покрытые кишечнорастворимой пленочной оболочкой",,,,САНОВАСК,,,,,,перорально,,таблетки,,50 мг,,,,30 таблеток,,,
7288,422,САНДЕВИТ Д3 2000МЕ+К2 КАПС. 150МГ №60 | CURTIS HEALTH CAPS S.А. | CURTIS HEALTH CAPS S.А.,vitamin_or_baa,,0.8,"Товар относится к витаминно-минеральным комплексам (vitamin_or_baa), поэтому rx_otc не применим. На основе названия и формы выпуска определены основные атрибуты: комплекс витаминов D3 и K2, капсулы, дозировка 150 мг, упаковка 60 капсул.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,взрослые,Комплекс,,Сандевит,,,,комплексные профили,,перорально,,капсулы,,150 мг,,взрослые,,60 капсул,,витамин D3 + K2,
7369,422,САЛФЕТКИ ВЛАЖНЫЕ BONA MENTE! ДЕТСКИЕ №20 | ГРАНД А.В. ООО | ГРАНД А.В. ООО,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиенический тип), поэтому фармацевтические атрибуты не применимы. Из названия извлечены бренд, возрастной сегмент и количество в упаковке.",True,,pending_fallback,direction_select,,semantic_primary,success,,,детский,,,BONA MENTE,,,,,,не применимо,,не применимо,,,,дети,,20 штук,,,
7536,422,РЫБНЫЙ ЖИР БИОКОНТУР ДЕТСКИЙ СО ВКУСОМ ЛИМОНА КАПС. ЖЕВ. №100 | ПОЛЯРИС ООО | ПОЛЯРИС ООО,vitamin_or_baa,,0.85,"Товар является БАД (витамин/БАД), поэтому rx_otc не применим. На основе названия определены рыбий жир как МНН, бренд Биоконтур, жевательные капсулы для детей, упаковка №100. Дозировка не указана.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,капсулы жевательные,детский,Рыбий жир,,Биоконтур,,,,нутрицевтики,,перорально,,таблетки жевательные,,,,дети,,№100,,,
7567,422,РЫБИЙ ЖИР МИРРОЛЛА С ВИТАМИНОМ Е ФЛ. 100МЛ | МИРРОЛЛА ООО | МИРРОЛЛА ООО,vitamin_or_baa,,0.8,"Товар относится к БАД (витаминно-минеральный комплекс), поэтому rx_otc не применим. Основные атрибуты: рыбий жир как действующее вещество, форма выпуска флакон, объем 100 мл, комбинация с витамином Е.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,флакон,,Рыбий жир,,Мирролла,,,,нутрицевтики,,перорально,,,,,,универсальный,,100 мл,,с витамином Е,
